date_added,clean,persistent_id,name,kind,podcast,bitrate,unplayed,comments,track_number,location,file_folder_count,track_id,size,artwork_count,library_folder_count,track_type,album,sort_name,date_modified,release_date,genre,sample_rate,total_time,year,artist
2022-01-04 02:36:36,True,D6DF21347B186EC8,Alma 3,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_053_Alma_3.mp3,,14700,22181634,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-11-13 18:13:00,Podcast,,1068000,,Restoration Archives
2022-01-04 02:36:36,True,E72F095FABA4BAAF,Alma 4,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_054_Alma_4.mp3,,14698,3701569,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-11-14 18:14:00,Podcast,,144000,,Restoration Archives
2022-01-04 02:36:36,True,8E650175032785D4,Alma 5,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_055_Alma_5.mp3,,14696,11332459,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-11-22 12:00:26,Podcast,,525000,,Restoration Archives
2022-01-04 02:36:36,True,F08B441F0FA8C275,Alma 6,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_056_Alma_6.mp3,,14694,9682043,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-11-23 13:00:00,Podcast,,443000,,Restoration Archives
2022-01-04 02:36:36,True,B41495514A2BEBDA,Alma 7,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_057_Alma_7.mp3,,14692,12687691,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-11-24 14:00:00,Podcast,,593000,,Restoration Archives
2022-01-04 02:36:36,True,68CDD1A430923E91,Alma 8,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_058_Alma_8.mp3,,14690,22486744,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-11-25 15:00:00,Podcast,,1083000,,Restoration Archives
2022-01-04 02:36:36,True,A0ECA6365C90CB63,Alma 9,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_059_Alma_9.mp3,,14688,18351561,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-11-26 16:00:00,Podcast,,876000,,Restoration Archives
2022-01-04 02:36:36,True,99A3B3F3F69A611A,Alma 10,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_060_Alma_10.mp3,,14686,24137162,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-11-27 17:00:00,Podcast,,1166000,,Restoration Archives
2022-01-04 02:36:36,True,5E0F062DC9D9C03A,Alma 11,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_061_Alma_11.mp3,,14684,8188884,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-11-28 18:00:00,Podcast,,368000,,Restoration Archives
2022-01-04 02:36:36,True,C3BF141103EA2CD3,Alma 12,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_062_Alma_12.mp3,,14682,47215823,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-11-29 19:00:00,Podcast,,2319000,,Restoration Archives
