date_added,persistent_id,name,kind,podcast,bitrate,play_date_utc,unplayed,location,file_folder_count,track_id,play_count,size,artwork_count,library_folder_count,track_type,album,date_modified,release_date,genre,sample_rate,total_time,play_date,year,artist,composer
2022-01-04 02:36:39,D7F7D85E9EC47678,Interview with Amy Turner: Part 2,,True,,2019-02-22 14:30:17,True,https://dangrant.podomatic.com/enclosure/2019-02-07T12_13_41-08_00.mp3,,15986,,27439994,,,URL,She's Awake Podcast,,2019-02-07 20:13:41,Podcast,,2286000,3633665417,,,
2022-01-04 02:36:39,D645EF9DD32B6CED,Lifting Up Out Of The Clouds,,True,,2019-03-19 18:02:39,True,https://dangrant.podomatic.com/enclosure/2019-02-14T17_00_08-08_00.mp3,,15988,,6961347,,,URL,She's Awake Podcast,,2019-02-15 01:00:08,Podcast,,579000,3635841759,,,
2022-01-04 02:36:39,E4B3BE0A84123BF6,Progressing Through Spiritual Junior High,,True,,2019-03-13 13:39:50,True,https://dangrant.podomatic.com/enclosure/2019-02-27T17_09_20-08_00.mp3,,15990,,14757971,,,URL,She's Awake Podcast,,2019-02-28 01:09:20,Podcast,,1229000,3635307590,,,
2022-01-04 02:36:39,53B6C657A9AA4D17,Remember You Are Special,,True,,2019-06-10 18:02:40,True,https://dangrant.podomatic.com/enclosure/2019-03-03T21_26_16-08_00.mp3,,15992,,12710342,,,URL,She's Awake Podcast,,2019-03-04 05:26:16,Podcast,,1058000,3643012960,,,
2022-01-04 02:36:39,005E157748F63DC5,Life In The Gap,,True,,2019-06-10 18:03:47,True,https://dangrant.podomatic.com/enclosure/2019-03-07T20_45_25-08_00.mp3,,15994,,14318153,,,URL,She's Awake Podcast,,2019-03-08 04:45:25,Podcast,,1192000,3643013027,,,
2022-01-04 02:36:39,DEFD672A2FE02C63,I Hope You Remember To Dance,,True,,2019-06-10 18:04:48,True,https://dangrant.podomatic.com/enclosure/2019-03-12T11_56_08-07_00.mp3,,15996,,8321497,,,URL,She's Awake Podcast,,2019-03-12 18:56:08,Podcast,,693000,3643013088,,,
2022-01-04 02:36:39,0B4832476FBC8F38,Remembering Stillness,,True,,2019-04-25 14:48:32,True,https://dangrant.podomatic.com/enclosure/2019-03-26T10_01_57-07_00.mp3,,15998,,10561229,,,URL,She's Awake Podcast,,2019-03-26 17:01:57,Podcast,,879000,3639026912,,,
2022-01-04 02:36:39,22F8A19AA78B8E67,Understand the dark night of the soul with Janet Thurgood,,True,,2019-04-25 03:52:11,True,https://dangrant.podomatic.com/enclosure/2019-04-10T16_13_09-07_00.mp3,,16000,,20416182,,,URL,She's Awake Podcast,,2019-04-10 23:13:09,Podcast,,1700000,3638987531,,,
2022-01-04 02:36:39,3FD31FD1EE9345E1,Going Inside The Body with Janet Thurgood,,True,,2019-04-25 03:51:47,True,https://dangrant.podomatic.com/enclosure/2019-04-12T08_10_29-07_00.mp3,,16002,,22515470,,,URL,She's Awake Podcast,,2019-04-12 15:10:29,Podcast,,1875000,3638987507,,,
2022-01-04 02:36:39,4FE2A228F0AB52E8,*Bonus Episode* 40 Days of Feasting and Fasting,,True,,2019-04-25 23:51:29,True,https://dangrant.podomatic.com/enclosure/2019-04-12T13_53_59-07_00.mp3,,16004,,15318056,,,URL,She's Awake Podcast,,2019-04-12 20:53:59,Podcast,,1275000,3639059489,,,
2022-01-04 02:36:39,F816854812964841,Sometimes Salt Just Happens,,True,,2019-08-05 14:30:37,True,https://dangrant.podomatic.com/enclosure/2019-05-15T10_59_19-07_00.mp3,,16006,,13516234,,,URL,She's Awake Podcast,,2019-05-15 17:59:19,Podcast,,1126000,3647838637,,,
2022-01-04 02:36:39,FF9283138BD1A66C,Power In Contrast,,True,,2019-08-02 18:50:55,True,https://dangrant.podomatic.com/enclosure/2019-07-03T10_55_44-07_00.mp3,,16008,,14334389,,,URL,She's Awake Podcast,,2019-07-03 17:55:44,Podcast,,1193000,3647595055,,,
2022-01-04 02:36:39,9E9FD5A02F0F0884,Falling In Love,,True,,2019-08-02 19:51:43,True,https://dangrant.podomatic.com/enclosure/2019-07-03T12_27_09-07_00.mp3,,16010,,13093677,,,URL,She's Awake Podcast,,2019-07-03 19:27:09,Podcast,,1090000,3647598703,,,
2022-01-04 02:36:39,5890BB13F1809A49,She's Awake Podcast Season 2,,True,,2019-09-16 23:06:20,True,https://dangrant.podomatic.com/enclosure/2019-09-16T10_17_27-07_00.mp3,,16012,,4766363,,,URL,She's Awake Podcast,,2019-09-16 17:17:27,Podcast,,397000,3651498380,,,
2022-01-04 02:36:39,5AA413AFE859CA36,It's Not Fair,,True,,2019-10-21 16:15:49,True,https://dangrant.podomatic.com/enclosure/2019-10-13T16_12_42-07_00.mp3,,16014,,15508332,,,URL,She's Awake Podcast,,2019-10-13 23:12:42,Podcast,,1291000,3654497749,,,
2022-01-04 02:36:39,04332279382F3B03,Ask To Remember,,True,,2019-11-16 20:39:55,True,https://dangrant.podomatic.com/enclosure/2019-11-13T16_35_21-08_00.mp3,,16016,,10656139,,,URL,She's Awake Podcast,,2019-11-14 00:35:21,Podcast,,887000,3656756395,,,
2022-01-04 02:36:39,E858180AA28E7A3D,I Have Made My Choice,,True,,2019-11-27 01:52:11,True,https://dangrant.podomatic.com/enclosure/2019-11-24T18_00_30-08_00.mp3,,16018,,9169981,,,URL,She's Awake Podcast,,2019-11-25 02:00:30,Podcast,,764000,3657639131,,,
2022-01-04 02:36:39,46E47F6751B55EE7,Lessons Learned From 2019,,True,,2020-01-16 03:02:11,True,https://dangrant.podomatic.com/enclosure/2019-12-20T10_17_13-08_00.mp3,,16020,,11663316,,,URL,She's Awake Podcast,,2019-12-20 18:17:13,Podcast,,971000,3661963331,,,
2022-01-04 02:36:39,DA3B4EF01E14FA19,Calling In Your Playmate(s),,True,,,True,https://dangrant.podomatic.com/enclosure/2020-01-07T13_45_18-08_00.mp3,,16022,,10486552,,,URL,She's Awake Podcast,,2020-01-07 21:45:18,Podcast,,873000,,,,
2022-01-04 02:36:39,6961833C6ABC1FB7,Getting Clear On Your Purpose Part 1,,True,,,True,https://dangrant.podomatic.com/enclosure/2020-01-26T10_15_14-08_00.mp3,,16024,,14701461,,,URL,She's Awake Podcast,,2020-01-26 18:15:14,Podcast,,1224000,,,,
2022-01-04 02:36:39,C4927F078669B3B0,Interview with licensed trauma therapist Sommer Seitz,,True,,,True,https://dangrant.podomatic.com/enclosure/2020-02-03T18_24_02-08_00.mp3,,16026,,19551554,,,URL,She's Awake Podcast,,2020-02-04 02:24:02,Podcast,,1628000,,,,
2022-01-04 02:36:39,AF12FF497CCC316B,Getting Clear On Your Purpose Part 2,,True,,,True,https://dangrant.podomatic.com/enclosure/2020-02-05T10_30_59-08_00.mp3,,16028,,12178973,,,URL,She's Awake Podcast,,2020-02-05 18:30:59,Podcast,,1014000,,,,
2022-01-04 02:36:39,AD67F5EC124C4C55,Live In Wonder Women's Retreat Interview,,True,,,True,https://dangrant.podomatic.com/enclosure/2020-02-18T17_45_39-08_00.mp3,,16030,,17790169,,,URL,She's Awake Podcast,,2020-02-19 01:45:39,Podcast,,1481000,,,,
2021-12-30 22:54:09,2CADEA233562A823,Interview with Hugh Vail about Mustang Medicine,MPEG audio file,True,96,2020-04-21 00:35:23,True,file://localhost/C:/Users/bruce/Music/iTunes/iTunes Media/Podcasts/She's Awake Podcast/Interview with Hugh Vail about Musta 1.mp3,4,4998,,38483532,1,1,File,She's Awake Podcast,2021-01-05 18:25:22,2020-02-25 20:45:54,Podcast,22050,3180251,3670252523,2020,Rachael Grant Dixon,Podcast
2022-01-04 02:36:39,BA9D4648B03C63A2,Rachael's Healing Prayer,,True,,2021-01-05 17:23:37,,https://dangrant.podomatic.com/enclosure/2020-03-02T14_59_32-08_00.mp3,,16032,1,14384544,,,URL,She's Awake Podcast,,2020-03-02 22:59:32,Podcast,,1197000,3692687017,,,
2022-01-04 02:36:39,D78BEF68A8F09239,Interview With Scott Wright,,True,,2021-01-05 19:13:12,,https://dangrant.podomatic.com/enclosure/2020-03-17T12_08_52-07_00.mp3,,16034,1,41867659,,,URL,She's Awake Podcast,,2020-03-17 19:08:52,Podcast,,3488000,3692693592,,,
2022-01-04 02:36:39,A2D639279161750F,Rachael's Thoughts On Her Interview with Scott Wright,,True,,2021-01-05 19:21:39,,https://dangrant.podomatic.com/enclosure/2020-03-17T12_22_49-07_00.mp3,,16036,1,6312080,,,URL,She's Awake Podcast,,2020-03-17 19:22:49,Podcast,,525000,3692694099,,,
2022-01-04 02:36:39,552F4C7B6B5D8A25,Special Complimentary Offer For The She's Awake Community,,True,,2021-01-05 21:17:32,,https://dangrant.podomatic.com/enclosure/2020-04-10T14_25_30-07_00.mp3?_=14736057&dl=0,,16038,1,35625543,,,URL,She's Awake Podcast,,2020-04-10 21:25:30,Podcast,,2968000,3692701052,,,
2022-01-04 02:36:39,C10DE586BF195FCB,Parable Of The Two Currents,,True,,,True,https://dangrant.podomatic.com/enclosure/2020-04-21T19_59_30-07_00.mp3?_=14764548&dl=0,,16040,,15806754,,,URL,She's Awake Podcast,,2020-04-22 02:59:30,Podcast,,1316000,,,,
2022-01-04 02:36:39,2724AC68F52D1E91,Community Zoom Call,,True,,,True,https://dangrant.podomatic.com/enclosure/2020-05-10T13_08_24-07_00.mp3?_=14810490&dl=0,,16042,,7391982,,,URL,She's Awake Podcast,,2020-05-10 20:08:24,Podcast,,615000,,,,
2022-01-04 02:36:39,4D0E72FC3AED2D1B,Drop The Rope...It's Too Much Pressure,,True,,,True,https://dangrant.podomatic.com/enclosure/2020-05-10T14_58_53-07_00.mp3?_=14810769&dl=0,,16044,,21763613,,,URL,She's Awake Podcast,,2020-05-10 21:58:53,Podcast,,1813000,,,,
2022-01-04 02:36:39,A6994A380D25D0FF,There Is Always A Barrel,,True,,,True,https://dangrant.podomatic.com/enclosure/2020-07-08T17_17_22-07_00.mp3?_=14939466&dl=0,,16046,,15839982,,,URL,She's Awake Podcast,,2020-07-09 00:17:22,Podcast,,1319000,,,,
2022-01-04 02:36:39,5ACC51E422D09169,What's The Point?,,True,,,True,https://dangrant.podomatic.com/enclosure/2020-07-19T14_26_42-07_00.mp3?_=14960588&dl=0,,16048,,13137249,,,URL,She's Awake Podcast,,2020-07-19 21:26:42,Podcast,,1094000,,,,
