date_added,persistent_id,name,kind,podcast,bitrate,play_date_utc,unplayed,location,sort_album,file_folder_count,track_id,play_count,size,artwork_count,library_folder_count,track_type,album,date_modified,release_date,genre,sample_rate,total_time,play_date,year,artist,composer
2021-12-30 22:58:16,F8A969F8A6CB0D6E,0247 Moroni 7 P1,,True,,,True,https://mstroud.podomatic.com/enclosure/2020-11-13T18_11_48-08_00.mp3?_=1606698985.15180496,Book of Mormon: Another Testament of Jesus Christ,,6438,,22827424,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2020-11-14 02:11:48,Podcast,,1952000,,,,
2021-12-30 22:58:16,AD756023EDBAE9F6,0248 Moroni 7 P2,,True,,,True,https://mstroud.podomatic.com/enclosure/2020-11-16T19_21_50-08_00.mp3?_=1606700930.15185744,Book of Mormon: Another Testament of Jesus Christ,,6440,,48069601,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2020-11-17 03:21:50,Podcast,,3781000,,,,
2021-12-30 22:58:16,21C069F5C0F87F52,0249 Moroni 8,,True,,,True,https://mstroud.podomatic.com/enclosure/2020-11-18T16_51_56-08_00.mp3?_=1606785941.15189575,Book of Mormon: Another Testament of Jesus Christ,,6442,,38100200,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2020-11-19 00:51:56,Podcast,,3242000,,,,
2021-12-30 22:58:16,1BD37DE414EE3715,Episode 255: 0250 Moroni 9,,True,,,True,https://mstroud.podomatic.com/enclosure/2020-11-19T16_11_17-08_00.mp3?_=1606786102.15191580,Book of Mormon: Another Testament of Jesus Christ,,6444,,26128819,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2020-11-20 00:11:17,Podcast,,2078000,,,,
2021-12-30 22:58:16,937A8E9A44BFDF39,Episode 256: 0251 Moroni 10,,True,,,True,https://mstroud.podomatic.com/enclosure/2020-11-22T14_42_58-08_00.mp3?_=1606786221.15196665,Book of Mormon: Another Testament of Jesus Christ,,6446,,46321377,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2020-11-22 22:42:58,Podcast,,3936000,,,,
2021-12-30 22:58:16,4DE2DE5593136840,Episode 257: Time and Gratitude,,True,,,True,https://mstroud.podomatic.com/enclosure/2020-12-06T18_48_44-08_00.mp3?_=1608313043.15224620,Book of Mormon: Another Testament of Jesus Christ,,6448,,15514657,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2020-12-07 02:48:44,Podcast,,1199000,,,,
2021-12-30 22:58:16,896A7AE1F5ABF33C,Episode 258: What is Going On?,,True,,,True,https://mstroud.podomatic.com/enclosure/2020-12-09T15_00_14-08_00.mp3?_=1608313075.15230652,Book of Mormon: Another Testament of Jesus Christ,,6450,,19093615,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2020-12-09 23:00:14,Podcast,,1464000,,,,
2021-12-30 22:58:16,8CEE468297AD43C9,Episode 259: Its Alway Been About the Children,,True,,,True,https://mstroud.podomatic.com/enclosure/2020-12-14T15_25_19-08_00.mp3?_=1607988388.15239718,Book of Mormon: Another Testament of Jesus Christ,,6452,,22664571,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2020-12-14 23:25:19,Podcast,,1888000,,,,
2021-12-30 22:58:16,53EA530782D0AE42,Episode 260: The Great Awakening,,True,,,True,https://mstroud.podomatic.com/enclosure/2021-01-14T09_04_51-08_00.mp3?_=1610644025.15290610,Book of Mormon: Another Testament of Jesus Christ,,6454,,484425,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2021-01-14 17:04:51,Podcast,,40000,,,,
2021-12-30 22:58:16,1FF795E26AA5C309,Episode 261: Zion,,True,,,True,https://mstroud.podomatic.com/enclosure/2021-03-07T12_46_47-08_00.mp3?_=1615150063.15394131,Book of Mormon: Another Testament of Jesus Christ,,6456,,19389749,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2021-03-07 20:46:47,Podcast,,1615000,,,,
