date_added,persistent_id,name,kind,podcast,bitrate,play_date_utc,unplayed,location,sort_album,file_folder_count,track_id,play_count,size,artwork_count,library_folder_count,track_type,album,sort_name,date_modified,release_date,genre,sample_rate,total_time,play_date,year,artist
2021-12-30 22:58:20,3A671924C869D6B4,"Haml, Sass, Compass",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/1/the-changelog-1.mp3,"Changelog: Software Development, Open Source",,7570,,29010506,,,URL,"The Changelog: Software Development, Open Source",,,2009-11-19 14:00:00,Podcast,,3582000,,,Changelog Media
2021-12-30 22:58:20,543378F5FD8830DD,The original Changelog Weekly,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/2/the-changelog-2.mp3,"Changelog: Software Development, Open Source",,7572,,10666145,,,URL,"The Changelog: Software Development, Open Source",original Changelog Weekly,,2009-11-25 14:00:00,Podcast,,1289000,,,Changelog Media
2021-12-30 22:58:20,4BA4840657343182,The Go Programming Language from Google,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/3/the-changelog-3.mp3,"Changelog: Software Development, Open Source",,7574,,10758319,,,URL,"The Changelog: Software Development, Open Source",Go Programming Language from Google,,2009-11-27 14:00:00,Podcast,,1301000,,,Changelog Media
2021-12-30 22:58:20,578F041E81EAF4A9,"Chrome OS, Thor and ROaR",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/4/the-changelog-4.mp3,"Changelog: Software Development, Open Source",,7576,,15022331,,,URL,"The Changelog: Software Development, Open Source",,,2009-12-01 14:00:00,Podcast,,1834000,,,Changelog Media
2021-12-30 22:58:20,08517156F8F86CA9,Document Cloud and Underscore.js,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/5/the-changelog-5.mp3,"Changelog: Software Development, Open Source",,7578,,17562178,,,URL,"The Changelog: Software Development, Open Source",,,2009-12-06 14:00:00,Podcast,,2151000,,,Changelog Media
2021-12-30 22:58:20,C60420285290E1A7,The Weekly News,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/6/the-changelog-6.mp3,"Changelog: Software Development, Open Source",,7580,,22730778,,,URL,"The Changelog: Software Development, Open Source",Weekly News,,2009-12-15 14:00:00,Podcast,,2797000,,,Changelog Media
2021-12-30 22:58:20,3E202CE43AD45B3F,10gen and MongoDB,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/7/the-changelog-7.mp3,"Changelog: Software Development, Open Source",,7582,,20234292,,,URL,"The Changelog: Software Development, Open Source",,,2009-12-17 14:00:00,Podcast,,2485000,,,Changelog Media
2021-12-30 22:58:20,068CA64173169E23,Appcelerator's Titanium and Titanium Mobile,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/8/the-changelog-8.mp3,"Changelog: Software Development, Open Source",,7584,,25502470,,,URL,"The Changelog: Software Development, Open Source",,,2010-01-14 14:00:00,Podcast,,3144000,,,Changelog Media
2021-12-30 22:58:20,915E3081478C72FF,"Fix-me, Configliere, more Node.js",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/9/the-changelog-9.mp3,"Changelog: Software Development, Open Source",,7586,,10746540,,,URL,"The Changelog: Software Development, Open Source",,,2010-01-19 14:00:00,Podcast,,1299000,,,Changelog Media
2021-12-30 22:58:20,9258978282E788A6,All things GitHub,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/10/the-changelog-10.mp3,"Changelog: Software Development, Open Source",,7588,,37754427,,,URL,"The Changelog: Software Development, Open Source",,,2010-01-25 14:00:00,Podcast,,4675000,,,Changelog Media
2021-12-30 22:58:20,591D7CF93648A16D,"Ordered List, RailsTips.org, and MongoMapper",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/11/the-changelog-11.mp3,"Changelog: Software Development, Open Source",,7590,,17282486,,,URL,"The Changelog: Software Development, Open Source",,,2010-01-29 14:00:00,Podcast,,2116000,,,Changelog Media
2021-12-30 22:58:20,50FECB1190B6E0A3,Gordon is such a Showoff,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/12/the-changelog-12.mp3,"Changelog: Software Development, Open Source",,7592,,18850420,,,URL,"The Changelog: Software Development, Open Source",,,2010-02-03 14:00:00,Podcast,,2312000,,,Changelog Media
2021-12-30 22:58:20,410BD920434518BD,Civic hacking,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/13/the-changelog-13.mp3,"Changelog: Software Development, Open Source",,7594,,30110498,,,URL,"The Changelog: Software Development, Open Source",,,2010-02-10 14:00:00,Podcast,,3720000,,,Changelog Media
2021-12-30 22:58:20,EABD9FC64C9CE37A,"Riak, the New Erlang-based NoSQL Store",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/14/the-changelog-14.mp3,"Changelog: Software Development, Open Source",,7596,,30590277,,,URL,"The Changelog: Software Development, Open Source",,,2010-02-18 14:00:00,Podcast,,3780000,,,Changelog Media
2021-12-30 22:58:20,A5AC63790F299976,"OAuth, Hurl.it, Baconfile",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/15/the-changelog-15.mp3,"Changelog: Software Development, Open Source",,7598,,22618348,,,URL,"The Changelog: Software Development, Open Source",,,2010-02-27 14:00:00,Podcast,,2783000,,,Changelog Media
2021-12-30 22:58:20,737E18FE1A0E2770,Ajax.org frameworks,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/16/the-changelog-16.mp3,"Changelog: Software Development, Open Source",,7600,,21474397,,,URL,"The Changelog: Software Development, Open Source",,,2010-03-08 14:00:00,Podcast,,2640000,,,Changelog Media
2021-12-30 22:58:20,9A8F364EF6DF101D,Open Source Publishing,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/17/the-changelog-17.mp3,"Changelog: Software Development, Open Source",,7602,,24382375,,,URL,"The Changelog: Software Development, Open Source",,,2010-03-11 14:00:00,Podcast,,3004000,,,Changelog Media
2021-12-30 22:58:20,B775F18FC14F9AD5,NoSQL Smackdown!,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/18/the-changelog-18.mp3,"Changelog: Software Development, Open Source",,7604,,23338586,,,URL,"The Changelog: Software Development, Open Source",,,2010-03-18 13:00:00,Podcast,,2873000,,,Changelog Media
2021-12-30 22:58:20,C83C62B4F9FF7A45,"Ruby, TextMate, Red Dirt Ruby Conf",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/19/the-changelog-19.mp3,"Changelog: Software Development, Open Source",,7606,,12466341,,,URL,"The Changelog: Software Development, Open Source",,,2010-03-30 13:00:00,Podcast,,1514000,,,Changelog Media
2021-12-30 22:58:20,054A09506C26CBC3,Node.js and Server-Side JavaScript,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/20/the-changelog-20.mp3,"Changelog: Software Development, Open Source",,7608,,20978467,,,URL,"The Changelog: Software Development, Open Source",,,2010-04-06 13:00:00,Podcast,,2578000,,,Changelog Media
2021-12-30 22:58:20,162C9EDEAEAFBDDB,"Tweets from Chirp, Twitter's Developer Conference",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/21/the-changelog-21.mp3,"Changelog: Software Development, Open Source",,7610,,9690420,,,URL,"The Changelog: Software Development, Open Source",,,2010-04-20 13:00:00,Podcast,,1167000,,,Changelog Media
2021-12-30 22:58:20,F946F0E6F675795B,Sammy.js and Semantic Versioning,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/22/the-changelog-22.mp3,"Changelog: Software Development, Open Source",,7612,,21702366,,,URL,"The Changelog: Software Development, Open Source",,,2010-04-20 14:00:00,Podcast,,2669000,,,Changelog Media
2021-12-30 22:58:20,3C0BB42A107613CB,The Ruby Racer,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/23/the-changelog-23.mp3,"Changelog: Software Development, Open Source",,7614,,10738475,,,URL,"The Changelog: Software Development, Open Source",Ruby Racer,,2010-05-11 13:00:00,Podcast,,1298000,,,Changelog Media
2021-12-30 22:58:20,F60AA6733B7A42B4,"Tornado, Hip-hop, Three20",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/24/the-changelog-24.mp3,"Changelog: Software Development, Open Source",,7616,,19178345,,,URL,"The Changelog: Software Development, Open Source",,,2010-05-18 13:00:00,Podcast,,2353000,,,Changelog Media
2021-12-30 22:58:20,6301C8E8FFEF5F2D,RaphaëlJS and Running an Open Source Project,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/25/the-changelog-25.mp3,"Changelog: Software Development, Open Source",,7618,,16026280,,,URL,"The Changelog: Software Development, Open Source",,,2010-05-25 13:00:00,Podcast,,1959000,,,Changelog Media
2021-12-30 22:58:20,A81E8FA4EB624747,JSON and JavaScript,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/26/the-changelog-26.mp3,"Changelog: Software Development, Open Source",,7620,,7534410,,,URL,"The Changelog: Software Development, Open Source",,,2010-06-08 13:00:00,Podcast,,898000,,,Changelog Media
2021-12-30 22:58:20,AF4860F76CB39F7C,Padrino Ruby Web Framework,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/27/the-changelog-27.mp3,"Changelog: Software Development, Open Source",,7622,,15690442,,,URL,"The Changelog: Software Development, Open Source",,,2010-06-17 13:00:00,Podcast,,1917000,,,Changelog Media
2021-12-30 22:58:20,AE4D92ECECB3DADB,Mobile Web Development and jQuery,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/28/the-changelog-28.mp3,"Changelog: Software Development, Open Source",,7624,,11969363,,,URL,"The Changelog: Software Development, Open Source",,,2010-06-25 13:00:00,Podcast,,1452000,,,Changelog Media
2021-12-30 22:58:20,C13F136AC084F224,CoffeeScript and JavaScript,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/29/the-changelog-29.mp3,"Changelog: Software Development, Open Source",,7626,,18670497,,,URL,"The Changelog: Software Development, Open Source",,,2010-07-23 13:00:00,Podcast,,2290000,,,Changelog Media
2021-12-30 22:58:20,01556A808289E863,Sencha Touch,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/30/the-changelog-30.mp3,"Changelog: Software Development, Open Source",,7628,,12394628,,,URL,"The Changelog: Software Development, Open Source",,,2010-07-27 13:00:00,Podcast,,1505000,,,Changelog Media
2021-12-30 22:58:20,CB1A499A62CFE321,The WebSocket protocol,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/31/the-changelog-31.mp3,"Changelog: Software Development, Open Source",,7630,,14138542,,,URL,"The Changelog: Software Development, Open Source",WebSocket protocol,,2010-08-09 13:00:00,Podcast,,1723000,,,Changelog Media
2021-12-30 22:58:20,EEF970C711D547E2,960.gs and CSS Grid Frameworks,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/32/the-changelog-32.mp3,"Changelog: Software Development, Open Source",,7632,,16648610,,,URL,"The Changelog: Software Development, Open Source",,,2010-08-19 13:00:00,Podcast,,2037000,,,Changelog Media
2021-12-30 22:58:20,8224541340E21610,Node Knockout,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/33/the-changelog-33.mp3,"Changelog: Software Development, Open Source",,7634,,11890552,,,URL,"The Changelog: Software Development, Open Source",,,2010-08-31 13:00:00,Podcast,,1442000,,,Changelog Media
2021-12-30 22:58:20,73D27019A4EABA40,Mongrel2 and high performance web sites,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/34/the-changelog-34.mp3,"Changelog: Software Development, Open Source",,7636,,18820679,,,URL,"The Changelog: Software Development, Open Source",,,2010-09-08 13:00:00,Podcast,,2308000,,,Changelog Media
2021-12-30 22:58:20,9AC54F0DA3837D2B,Homebrew and OSX Package Management,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/35/the-changelog-35.mp3,"Changelog: Software Development, Open Source",,7638,,16098576,,,URL,"The Changelog: Software Development, Open Source",,,2010-09-14 13:00:00,Podcast,,1968000,,,Changelog Media
2021-12-30 22:58:20,A273C8FEDB8B3CCA,"Django Dash, Python, Ruby",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/36/the-changelog-36.mp3,"Changelog: Software Development, Open Source",,7640,,13482534,,,URL,"The Changelog: Software Development, Open Source",,,2010-09-23 13:00:00,Podcast,,1641000,,,Changelog Media
2021-12-30 22:58:20,451D865367198208,PubSubHubBub and the Real-Time Web,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/37/the-changelog-37.mp3,"Changelog: Software Development, Open Source",,7642,,14962564,,,URL,"The Changelog: Software Development, Open Source",,,2010-10-05 13:00:00,Podcast,,1826000,,,Changelog Media
2021-12-30 22:58:20,B0EC1F7CD467D038,DevOps and Chef,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/38/the-changelog-38.mp3,"Changelog: Software Development, Open Source",,7644,,17974618,,,URL,"The Changelog: Software Development, Open Source",,,2010-10-12 13:00:00,Podcast,,2203000,,,Changelog Media
2021-12-30 22:58:20,DC0A68CFD7891572,"Scripty2, Zepto.js, Vapor.js",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/39/the-changelog-39.mp3,"Changelog: Software Development, Open Source",,7646,,24720666,,,URL,"The Changelog: Software Development, Open Source",,,2010-10-26 13:00:00,Podcast,,3046000,,,Changelog Media
2021-12-30 22:58:20,0532653E79F2FBA0,Riak Revisited,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/40/the-changelog-40.mp3,"Changelog: Software Development, Open Source",,7648,,18434697,,,URL,"The Changelog: Software Development, Open Source",,,2010-11-09 14:00:00,Podcast,,2260000,,,Changelog Media
2021-12-30 22:58:20,A6101EB7370F31EA,Building Telephony Apps,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/41/the-changelog-41.mp3,"Changelog: Software Development, Open Source",,7650,,22034624,,,URL,"The Changelog: Software Development, Open Source",,,2010-11-30 14:00:00,Podcast,,2710000,,,Changelog Media
2021-12-30 22:58:20,CBC799851AF532C7,Rails 3.1 and SproutCore,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/42/the-changelog-42.mp3,"Changelog: Software Development, Open Source",,7652,,27530591,,,URL,"The Changelog: Software Development, Open Source",,,2010-12-09 14:00:00,Podcast,,3397000,,,Changelog Media
2021-12-30 22:58:20,E5A3CFC3E6F8F4C2,Hackety Hack and _why,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/43/the-changelog-43.mp3,"Changelog: Software Development, Open Source",,7654,,15658660,,,URL,"The Changelog: Software Development, Open Source",,,2011-01-05 14:00:00,Podcast,,1913000,,,Changelog Media
2021-12-30 22:58:20,63CEEF98BD51DC2F,"Ruby 1.9, Nokogiri, Tender Lovemaking",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/44/the-changelog-44.mp3,"Changelog: Software Development, Open Source",,7656,,16714664,,,URL,"The Changelog: Software Development, Open Source",,,2011-01-10 14:00:00,Podcast,,2045000,,,Changelog Media
2021-12-30 22:58:20,31C73BC85A947A82,Redis In-Memory Data Store,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/45/the-changelog-45.mp3,"Changelog: Software Development, Open Source",,7658,,19538574,,,URL,"The Changelog: Software Development, Open Source",,,2011-01-17 14:00:00,Podcast,,2398000,,,Changelog Media
2021-12-30 22:58:20,A3BCA529DDE49458,"YUI 3, Node.js, JSLint, Douglas Crockford Code Reviews",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/46/the-changelog-46.mp3,"Changelog: Software Development, Open Source",,7660,,15530581,,,URL,"The Changelog: Software Development, Open Source",,,2011-01-25 14:00:00,Podcast,,1897000,,,Changelog Media
2021-12-30 22:58:20,973827456489655A,Open Government and the Citizen Coder,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/47/the-changelog-47.mp3,"Changelog: Software Development, Open Source",,7662,,16026487,,,URL,"The Changelog: Software Development, Open Source",,,2011-02-01 14:00:00,Podcast,,1959000,,,Changelog Media
2021-12-30 22:58:20,EE12AEAA8B844EAC,Jenkins  and Continous Integration,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/48/the-changelog-48.mp3,"Changelog: Software Development, Open Source",,7664,,19346347,,,URL,"The Changelog: Software Development, Open Source",,,2011-02-08 14:00:00,Podcast,,2374000,,,Changelog Media
2021-12-30 22:58:20,2A76145792B7F5A6,"Git, Showoff, XBox Kinect",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/49/the-changelog-49.mp3,"Changelog: Software Development, Open Source",,7666,,26234505,,,URL,"The Changelog: Software Development, Open Source",,,2011-02-22 14:00:00,Podcast,,3235000,,,Changelog Media
2021-12-30 22:58:20,9B1C90B73F85D90B,"Ruby, Rails, the Cloud",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/50/the-changelog-50.mp3,"Changelog: Software Development, Open Source",,7668,,21042753,,,URL,"The Changelog: Software Development, Open Source",,,2011-03-01 14:00:00,Podcast,,2586000,,,Changelog Media
2021-12-30 22:58:20,4529793EDE645AEE,"MongoDB, NoSQL, Web Scale",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/51/the-changelog-51.mp3,"Changelog: Software Development, Open Source",,7670,,17354546,,,URL,"The Changelog: Software Development, Open Source",,,2011-03-09 14:00:00,Podcast,,2125000,,,Changelog Media
2021-12-30 22:58:20,B489A501956FE2CF,"Serve, RadiantCMS, Design and Prototyping",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/52/the-changelog-52.mp3,"Changelog: Software Development, Open Source",,7672,,30346607,,,URL,"The Changelog: Software Development, Open Source",,,2011-03-16 13:00:00,Podcast,,3749000,,,Changelog Media
2021-12-30 22:58:20,A6674B02EBBC2C52,"Formalize and News Roundup ""Design Edition""",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/53/the-changelog-53.mp3,"Changelog: Software Development, Open Source",,7674,,24278677,,,URL,"The Changelog: Software Development, Open Source",,,2011-03-22 13:00:00,Podcast,,2991000,,,Changelog Media
2021-12-30 22:58:20,648AE3C675670612,"Erlang, CouchBase, Merging with Membase",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/54/the-changelog-54.mp3,"Changelog: Software Development, Open Source",,7676,,22114477,,,URL,"The Changelog: Software Development, Open Source",,,2011-03-30 13:00:00,Podcast,,2720000,,,Changelog Media
2021-12-30 22:58:20,783ECE0CD1325368,"Goliath, Event Machine, SPDY",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/55/the-changelog-55.mp3,"Changelog: Software Development, Open Source",,7678,,24602587,,,URL,"The Changelog: Software Development, Open Source",,,2011-04-06 13:00:00,Podcast,,3031000,,,Changelog Media
2021-12-30 22:58:20,36DA378B8CF4C9D7,Vim round table discussion,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/56/the-changelog-56.mp3,"Changelog: Software Development, Open Source",,7680,,20482677,,,URL,"The Changelog: Software Development, Open Source",,,2011-04-12 13:00:00,Podcast,,2516000,,,Changelog Media
2021-12-30 22:58:20,8AE06F717FACFF6A,"Amplify.js, jQuery, CoffeeScript",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/57/the-changelog-57.mp3,"Changelog: Software Development, Open Source",,7682,,21978444,,,URL,"The Changelog: Software Development, Open Source",,,2011-04-27 13:00:00,Podcast,,2703000,,,Changelog Media
2021-12-30 22:58:20,3D025656DDFD2392,Twisted and Evented Programming in Python,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/58/the-changelog-58.mp3,"Changelog: Software Development, Open Source",,7684,,16506405,,,URL,"The Changelog: Software Development, Open Source",,,2011-05-03 13:00:00,Podcast,,2019000,,,Changelog Media
2021-12-30 22:58:20,E6F5649FDE340F53,RubyGems and RubyGems.org,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/59/the-changelog-59.mp3,"Changelog: Software Development, Open Source",,7686,,9802420,,,URL,"The Changelog: Software Development, Open Source",,,2011-05-11 13:00:00,Podcast,,1181000,,,Changelog Media
2021-12-30 22:58:20,310ACA945A48533B,"Fog, the Ruby Cloud Services Library",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/60/the-changelog-60.mp3,"Changelog: Software Development, Open Source",,7688,,10930292,,,URL,"The Changelog: Software Development, Open Source",,,2011-05-20 13:00:00,Podcast,,1322000,,,Changelog Media
2021-12-30 22:58:20,1890EBDC87EAB5AE,Oh My Zsh,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/61/the-changelog-61.mp3,"Changelog: Software Development, Open Source",,7690,,24738402,,,URL,"The Changelog: Software Development, Open Source",,,2011-05-26 13:00:00,Podcast,,3048000,,,Changelog Media
2021-12-30 22:58:20,3AD0B1397DA50A0B,"IronJS, F#, and .NET",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/62/the-changelog-62.mp3,"Changelog: Software Development, Open Source",,7692,,15610512,,,URL,"The Changelog: Software Development, Open Source",,,2011-06-02 13:00:00,Podcast,,1907000,,,Changelog Media
2021-12-30 22:58:20,93DC626D8D86DE2E,CDNJS,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/63/the-changelog-63.mp3,"Changelog: Software Development, Open Source",,7694,,18458271,,,URL,"The Changelog: Software Development, Open Source",,,2011-06-21 13:00:00,Podcast,,2263000,,,Changelog Media
2021-12-30 22:58:20,A69A2C1E115339E5,"Pow, Rails 3.1 Asset Pipeline, CoffeeScript and More",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/64/the-changelog-64.mp3,"Changelog: Software Development, Open Source",,7696,,30314311,,,URL,"The Changelog: Software Development, Open Source",,,2011-07-13 13:00:00,Podcast,,3745000,,,Changelog Media
2021-12-30 22:58:20,AC629B169B871FEC,Code for America,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/65/the-changelog-65.mp3,"Changelog: Software Development, Open Source",,7698,,29346221,,,URL,"The Changelog: Software Development, Open Source",,,2011-07-26 13:00:00,Podcast,,3624000,,,Changelog Media
2021-12-30 22:58:20,90787A2F17563816,RVM and BDSM,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/66/the-changelog-66.mp3,"Changelog: Software Development, Open Source",,7700,,27962261,,,URL,"The Changelog: Software Development, Open Source",,,2011-08-04 13:00:00,Podcast,,3451000,,,Changelog Media
2021-12-30 22:58:20,F77567443764C19E,HTML5 Boilerplate and JavaScript,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/67/the-changelog-67.mp3,"Changelog: Software Development, Open Source",,7702,,27986285,,,URL,"The Changelog: Software Development, Open Source",,,2011-08-19 13:00:00,Podcast,,3454000,,,Changelog Media
2021-12-30 22:58:20,D314FB6A4C10929F,Growl and Open Source in the App Store,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/68/the-changelog-68.mp3,"Changelog: Software Development, Open Source",,7704,,21570225,,,URL,"The Changelog: Software Development, Open Source",,,2011-10-11 13:00:00,Podcast,,2652000,,,Changelog Media
2021-12-30 22:58:20,12B99814927DD831,Spree and Ecommerce in Rails,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/69/the-changelog-69.mp3,"Changelog: Software Development, Open Source",,7706,,22738144,,,URL,"The Changelog: Software Development, Open Source",,,2011-11-03 13:00:00,Podcast,,2798000,,,Changelog Media
2021-12-30 22:58:20,142C6C3F1F621D6B,Foundation and Other Zurb Goodies,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/70/the-changelog-70.mp3,"Changelog: Software Development, Open Source",,7708,,16996376,,,URL,"The Changelog: Software Development, Open Source",,,2011-12-07 14:00:00,Podcast,,2080000,,,Changelog Media
2021-12-30 22:58:20,B734855B2B9B12E9,Spine and Client-Side MVC,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/71/the-changelog-71.mp3,"Changelog: Software Development, Open Source",,7710,,11402274,,,URL,"The Changelog: Software Development, Open Source",,,2011-12-20 14:00:00,Podcast,,1381000,,,Changelog Media
2021-12-30 22:58:20,8E34E680E44B0572,Vagrant and Virtualized Environments,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/72/the-changelog-72.mp3,"Changelog: Software Development, Open Source",,7712,,12610134,,,URL,"The Changelog: Software Development, Open Source",,,2012-02-09 14:00:00,Podcast,,1532000,,,Changelog Media
2021-12-30 22:58:20,880CD16ADCBB1BB0,"tmux, dotfiles, and Text Mode",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/73/the-changelog-73.mp3,"Changelog: Software Development, Open Source",,7714,,18514141,,,URL,"The Changelog: Software Development, Open Source",,,2012-02-17 14:00:00,Podcast,,2270000,,,Changelog Media
2021-12-30 22:58:20,D4D3BF040350488C,The League of Moveable Type,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/74/the-changelog-74.mp3,"Changelog: Software Development, Open Source",,7716,,25650210,,,URL,"The Changelog: Software Development, Open Source",League of Moveable Type,,2012-02-23 14:00:00,Podcast,,3162000,,,Changelog Media
2021-12-30 22:58:20,2B4169593B291E0A,"Travis CI, Scaling Apps, Riak",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/75/the-changelog-75.mp3,"Changelog: Software Development, Open Source",,7718,,20226231,,,URL,"The Changelog: Software Development, Open Source",,,2012-03-06 14:00:00,Podcast,,2484000,,,Changelog Media
2021-12-30 22:58:20,368F119551BD2387,".NET, NuGet, Open Source",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/76/the-changelog-76.mp3,"Changelog: Software Development, Open Source",,7720,,17042083,,,URL,"The Changelog: Software Development, Open Source",,,2012-03-16 13:00:00,Podcast,,2086000,,,Changelog Media
2021-12-30 22:58:20,2CB101C69917C28D,Solarized and Linux on the Desktop,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/77/the-changelog-77.mp3,"Changelog: Software Development, Open Source",,7722,,30922159,,,URL,"The Changelog: Software Development, Open Source",,,2012-03-30 13:00:00,Podcast,,3821000,,,Changelog Media
2021-12-30 22:58:20,E29DBAD79D8B1020,CocoaPods and MacRuby,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/78/the-changelog-78.mp3,"Changelog: Software Development, Open Source",,7724,,17778212,,,URL,"The Changelog: Software Development, Open Source",,,2012-04-05 13:00:00,Podcast,,2178000,,,Changelog Media
2021-12-30 22:58:20,981E164D19FF71B7,"Adhearsion, Telephony, XMPP",,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/79/the-changelog-79.mp3,"Changelog: Software Development, Open Source",,7726,,19794230,,,URL,"The Changelog: Software Development, Open Source",,,2012-04-13 13:00:00,Podcast,,2430000,,,Changelog Media
2021-12-30 22:58:20,C98DB4756EF24AE4,Luvit and Lua Bindings for libuv,,True,,,True,https://op3.dev/e/https://cdn.changelog.com/uploads/podcast/80/the-changelog-80.mp3,"Changelog: Software Development, Open Source",,7728,,12122089,,,URL,"The Changelog: Software Development, Open Source",,,2012-05-23 13:00:00,Podcast,,1471000,,,Changelog Media
