date_added,persistent_id,name,kind,podcast,bitrate,play_date_utc,unplayed,location,track_id,play_count,size,artwork_count,track_type,album,sort_name,date_modified,release_date,genre,sample_rate,total_time,play_date,year,artist
2022-05-21 23:04:05,7AC58204B722AAF2,Doctrine & Covenants 106-108 : follow HIM Favorites with Dr. Robert L. Millet,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9219366-doctrine-covenants-106-108-follow-him-favorites-with-dr-robert-l-millet.mp3,17636,,9151659,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-09-19 03:00:00,Podcast,,378000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,C471E6E6A9AC0CC3,Doctrine & Covenants 109-110 Part 1 : Dr. Brent Rogers,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9240984-doctrine-covenants-109-110-part-1-dr-brent-rogers.mp3,17638,,79082844,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-09-24 23:00:00,Podcast,,3292000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,B9DFE158586121E6,Doctrine & Covenants 109-110 Part 2 : Dr. Brent Rogers,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9242881-doctrine-covenants-109-110-part-2-dr-brent-rogers.mp3,17640,,101855766,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-09-26 00:00:00,Podcast,,4241000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,262EDA5B5611AEFF,Doctrine & Covenants 109-110 : followHIM Favorites with Dr. Brent Rogers,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9257111-doctrine-covenants-109-110-followhim-favorites-with-dr-brent-rogers.mp3,17642,,9588626,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-09-26 12:00:00,Podcast,,396000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,7E8669C3E751BED6,Doctrine & Covenants 111-114 Part 1 : Elizabeth A. Kuehn,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9276462-doctrine-covenants-111-114-part-1-elizabeth-a-kuehn.mp3,17644,,67784770,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-02 00:00:00,Podcast,,2822000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,0B199CB17676967A,Doctrine & Covenants 111-114 Part 2 : Elizabeth A. Kuehn,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9279113-doctrine-covenants-111-114-part-2-elizabeth-a-kuehn.mp3,17646,,97145567,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-02 23:00:00,Podcast,,4045000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,BC2C98464C6E7E29,Doctrine & Covenants 111-114 followHIM Favorites with Elizabeth A. Kuehn,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9279389-doctrine-covenants-111-114-followhim-favorites-with-elizabeth-a-kuehn.mp3,17648,,8643787,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-04 18:00:00,Podcast,,357000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,6ECBCB9DADE7A918,Doctrine & Covenants 115-120 Part 1 : Dr. Frantz Belot,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9330375-doctrine-covenants-115-120-part-1-dr-frantz-belot.mp3,17650,,76610581,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-08 23:00:00,Podcast,,3191000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,FD9AA3928FCB6963,Doctrine & Covenants 115-120 followHIM Favorites with Dr. Frantz Belot,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9337928-doctrine-covenants-115-120-followhim-favorites-with-dr-frantz-belot.mp3,17652,,10594807,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-09 12:00:00,Podcast,,438000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,EAC9F4166BD06F71,Doctrine & Covenants 115-120 Part 2 : Dr. Frantz Belot,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9330403-doctrine-covenants-115-120-part-2-dr-frantz-belot.mp3,17654,,84815955,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-10 00:00:00,Podcast,,3533000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,82C4E78C84C2BBB7,Doctrine & Covenants 121-123 Part 1 : Dr. Alexander L. Baugh,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9362660-doctrine-covenants-121-123-part-1-dr-alexander-l-baugh.mp3,17656,,85144071,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-16 06:00:00,Podcast,,3546000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,E2C9C3DEF9ED53B0,Doctrine & Covenants 121-123 Part 2 : Dr. Alexander L. Baugh,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9378912-doctrine-covenants-121-123-part-2-dr-alexander-l-baugh.mp3,17658,,81401637,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-17 00:00:00,Podcast,,3389000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,117E01BD51723205,Doctrine & Covenants 121-123 Part 3 : Dr. Alexander L. Baugh,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9381489-doctrine-covenants-121-123-part-3-dr-alexander-l-baugh.mp3,17660,,88077281,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-17 12:00:00,Podcast,,3667000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,B8744484C44C8D5C,Doctrine & Covenants 121-123 followHIM Favorites with Dr. Alex Baugh,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9392541-doctrine-covenants-121-123-followhim-favorites-with-dr-alex-baugh.mp3,17662,,10123260,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-19 01:00:00,Podcast,,418000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,305B39D8ADB6954D,Doctrine & Covenants 124 Part 1 : Dr. Susan Easton Black,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9399665-doctrine-covenants-124-part-1-dr-susan-easton-black.mp3,17664,,49513482,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-23 00:00:00,Podcast,,3041000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,B4A2B02304AC490A,Doctrine & Covenants 124 Part 2 : Dr. Susan Easton Black,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9404698-doctrine-covenants-124-part-2-dr-susan-easton-black.mp3,17666,,66397827,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-24 00:00:00,Podcast,,2763000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,7C69E760B5482CEE,Doctrine & Covenants 124 followHIM Favorites with Dr. Susan Easton Black,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9404946-doctrine-covenants-124-followhim-favorites-with-dr-susan-easton-black.mp3,17668,,9794671,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-24 12:00:00,Podcast,,404000,,,Hank Smith & John Bytheway
2022-05-21 23:04:05,0727C5D4990DBD13,Doctrine & Covenants 125-128 Part 1 : Dr. Jennifer Reeder,,True,,,True,https://chrt.fm/track/534B95/www.buzzsprout.com/1558370/9430258-doctrine-covenants-125-128-part-1-dr-jennifer-reeder.mp3,17670,,74610073,,URL,"Follow Him: A Come, Follow Me Podcast",,,2021-10-30 00:00:00,Podcast,,3107000,,,Hank Smith & John Bytheway
