date_added,persistent_id,name,kind,podcast,bitrate,play_date_utc,unplayed,location,file_folder_count,track_id,play_count,size,artwork_count,library_folder_count,track_type,album,date_modified,release_date,genre,sample_rate,total_time,play_date,year,artist
2021-12-30 22:58:16,FADD9BC32AEC39FA,#174 Happy developers use Python 3,,True,,,True,https://pythonbytes.fm/episodes/download/174/happy-developers-use-python-3.mp3,,7028,,45912814,,,URL,Python Bytes,,2020-03-26 08:00:00,Podcast,,2864000,,,Michael Kennedy (@mkennedy)
2021-12-30 22:58:16,DC4B5A3F9814521A,#175 Python string theory with superstring.py,,True,,,True,https://pythonbytes.fm/episodes/download/175/python-string-theory-with-superstring.py.mp3,,7030,,31493434,,,URL,Python Bytes,,2020-04-01 08:00:00,Podcast,,1963000,,,Michael Kennedy (@mkennedy)
2021-12-30 22:58:16,403D98B0F2C5D825,#176 How python implements super long integers,,True,,,True,https://pythonbytes.fm/episodes/download/176/how-python-implements-super-long-integers.mp3,,7032,,28429583,,,URL,Python Bytes,,2020-04-07 08:00:00,Podcast,,1772000,,,Michael Kennedy (@mkennedy)
2021-12-30 22:58:16,E52FFDC914E4FA4B,#177 Coding is 90% Google searching or is it?,,True,,,True,https://pythonbytes.fm/episodes/download/177/coding-is-90-google-searching-or-is-it.mp3,,7034,,40136108,,,URL,Python Bytes,,2020-04-16 08:00:00,Podcast,,2503000,,,Michael Kennedy (@mkennedy)
2021-12-30 22:58:16,899FF27FD2A73E01,#178 Build a PyPI package from a Jupyter notebook,,True,,,True,https://pythonbytes.fm/episodes/download/178/build-a-pypi-package-from-a-jupyter-notebook.mp3,,7036,,36856184,,,URL,Python Bytes,,2020-04-22 08:00:00,Podcast,,2298000,,,Michael Kennedy (@mkennedy)
2021-12-30 22:58:16,58292945C9B7AF5F,#179 Guido van Rossum drops in on Python Bytes,,True,,,True,https://pythonbytes.fm/episodes/download/179/guido-van-rossum-drops-in-on-python-bytes.mp3,,7038,,43181127,,,URL,Python Bytes,,2020-04-30 08:00:00,Podcast,,2694000,,,Michael Kennedy (@mkennedy)
2021-12-30 22:58:16,CE4E022F0FBECA1C,#180 Transactional file IO with Python and safer,,True,,,True,https://pythonbytes.fm/episodes/download/180/transactional-file-io-with-python-and-safer.mp3,,7040,,31731517,,,URL,Python Bytes,,2020-05-08 08:00:00,Podcast,,1978000,,,Michael Kennedy (@mkennedy)
2021-12-30 22:58:16,6D747A22C9425C86,#181 It's time to interrogate your Python code,,True,,,True,https://pythonbytes.fm/episodes/download/181/its-time-to-interrogate-your-python-code.mp3,,7042,,29877573,,,URL,Python Bytes,,2020-05-14 08:00:00,Podcast,,1862000,,,Michael Kennedy (@mkennedy)
2021-12-30 22:58:16,0117DF22810DA349,#182 PSF Survey is out!,,True,,,True,https://pythonbytes.fm/episodes/download/182/psf-survey-is-out.mp3,,7044,,24914132,,,URL,Python Bytes,,2020-05-19 08:00:00,Podcast,,1552000,,,Michael Kennedy (@mkennedy)
2021-12-30 22:58:16,F5E9A9F29E2EB8D8,#183 Need a beautiful database editor? Look to the Bees!,,True,,,True,https://pythonbytes.fm/episodes/download/183/need-a-beautiful-database-editor-look-to-the-bees.mp3,,7046,,30664340,,,URL,Python Bytes,,2020-05-29 08:00:00,Podcast,,1911000,,,Michael Kennedy (@mkennedy)
