date_added,release_date,location,persistent_id,name,genre,sort_album,podcast,play_date,track_id,play_date_utc,artist,play_count,track_type,sort_artist,album
2021-12-30 22:58:16,2020-11-09 10:39:10,https://media2.ldscdn.org/assets/mormon-channel/priesthood-restored-podcast/2020-11-0000-episode-0-series-introduction-64k-eng.mp3,A19D1BC4CB554ECE,Episode 0: Series Introduction,Podcast,Priesthood Restored,True,3702466203,5408,2021-04-28 20:50:03,The Church of Jesus Christ of Latter-day Saints,1,URL,Church of Jesus Christ of Latter-day Saints,The Priesthood Restored
2021-12-30 22:58:16,2021-01-13 09:32:33,https://media2.ldscdn.org/assets/mormon-channel/priesthood-restored-podcast/2020-11-0001-episode-1-the-great-strife-and-noise-64k-eng.mp3,1D4A0BFD7FEBC772,Episode 1: “The Great Strife and Noise”,Podcast,Priesthood Restored,True,3702648719,5406,2021-04-30 23:31:59,The Church of Jesus Christ of Latter-day Saints,1,URL,Church of Jesus Christ of Latter-day Saints,The Priesthood Restored
2021-12-30 22:58:16,2021-01-13 09:32:34,https://media2.ldscdn.org/assets/mormon-channel/priesthood-restored-podcast/2020-11-0003-episode-3-the-voice-of-peter-james-and-john-64k-eng.mp3,B6C2C4F7803A1A7E,"Episode 3: “The Voice of Peter, James, and John”",Podcast,Priesthood Restored,True,3703166500,5402,2021-05-06 23:21:40,The Church of Jesus Christ of Latter-day Saints,1,URL,Church of Jesus Christ of Latter-day Saints,The Priesthood Restored
2021-12-30 22:58:16,2021-01-13 09:32:34,https://media2.ldscdn.org/assets/mormon-channel/priesthood-restored-podcast/2020-11-0002-episode-2-days-never-to-be-forgotten-64k-eng.mp3,81834CA592D4D91B,Episode 2: “Days Never to Be Forgotten”,Podcast,Priesthood Restored,True,3703164247,5404,2021-05-06 22:44:07,The Church of Jesus Christ of Latter-day Saints,1,URL,Church of Jesus Christ of Latter-day Saints,The Priesthood Restored
2021-12-30 22:58:16,2021-01-13 09:32:35,https://media2.ldscdn.org/assets/mormon-channel/priesthood-restored-podcast/2020-11-0005-episode-5-the-priesthood-organization-64k-eng.mp3,9FD8E1C47F218807,Episode 5: “The Priesthood Organization”,Podcast,Priesthood Restored,True,3703480128,5398,2021-05-10 14:28:48,The Church of Jesus Christ of Latter-day Saints,3,URL,Church of Jesus Christ of Latter-day Saints,The Priesthood Restored
2021-12-30 22:58:16,2021-01-13 09:32:35,https://media2.ldscdn.org/assets/mormon-channel/priesthood-restored-podcast/2020-11-0004-episode-4-the-fulness-of-the-priesthood-64k-eng.mp3,37398F47A1F5DCD9,Episode 4: “The Fulness of the Priesthood”,Podcast,Priesthood Restored,True,3703227430,5400,2021-05-07 16:17:10,The Church of Jesus Christ of Latter-day Saints,1,URL,Church of Jesus Christ of Latter-day Saints,The Priesthood Restored
2021-12-30 22:58:16,2021-01-13 09:32:36,https://media2.ldscdn.org/assets/mormon-channel/priesthood-restored-podcast/2020-11-0006-episode-6-sacred-sites-and-ongoing-restorations-64k-eng.mp3,3B1928A7A2F68177,Episode 6: “Sacred Sites and Ongoing Restorations”,Podcast,Priesthood Restored,True,3703591529,5396,2021-05-11 21:25:29,The Church of Jesus Christ of Latter-day Saints,1,URL,Church of Jesus Christ of Latter-day Saints,The Priesthood Restored
