date_added,persistent_id,name,kind,podcast,bitrate,unplayed,location,file_folder_count,track_id,size,library_folder_count,track_type,album,date_modified,release_date,genre,sample_rate,total_time,year,artist,normalization,composer,bpm
2021-12-30 22:54:05,4A1FBC4811BCA077,Py4Inf-01-Intro.mp3,MPEG audio file,True,64,True,file://localhost/C:/Users/bruce/Music/iTunes/iTunes Media/Podcasts/Python for Informatics's official Podcas/Py4Inf-01-Intro.mp3 1.mp3,4,4734,27428698,1,File,Python for Informatics's official Podcast.,2019-08-06 23:02:16,2013-09-18 01:04:00,Podcast,44100,3428075,2013,Recording by Dr. Chuck,1219,www.dr-chuck.com,120
