date_added,release_date,location,persistent_id,name,total_time,genre,podcast,play_date,track_id,play_date_utc,play_count,track_type,size,album
2023-07-11 19:48:50,2023-07-04 12:02:17,https://mstroud.podomatic.com/enclosure/2023-07-04T05_02_17-07_00.mp3?_=1688472146.16668423,55163BB2C1932DE8,Episode 278: Independence Day,3367000,Podcast,True,3771494393,41566,2023-07-06 19:19:53,3,URL,42339941,Seeking the Face of the Lord: The Book of Mormon
