unplayed,date_added,release_date,location,persistent_id,name,total_time,genre,podcast,play_date,track_id,play_date_utc,play_count,track_type,size,album,sort_name
True,2021-12-30 22:58:20,2017-06-19 03:04:42,https://ldsperfectday.podomatic.com/enclosure/2017-06-18T20_04_42-07_00.mp3?_=1498790855.12209911,130FE9C7CB06DE56,"Lectures on Faith 5, Part 1: The Prodigal Mormon",1620000,Podcast,True,,8558,,,URL,19450462,LDS Perfect Days Podcast,
True,2021-12-30 22:58:20,2017-07-24 02:20:21,https://ldsperfectday.podomatic.com/enclosure/2017-07-23T19_20_21-07_00.mp3?_=1500862828.12270178,06DA93B91B7DA483,"Rend the Veil of Unbelief, Part 1: Why Your Efforts to Part the Veil May Be Failing",1134000,Podcast,True,,8560,,,URL,29514751,LDS Perfect Days Podcast,
True,2021-12-30 22:58:20,2017-07-31 02:34:30,https://ldsperfectday.podomatic.com/enclosure/2017-07-30T19_34_30-07_00.mp3?_=1501468483.12285471,104907E726A2803C,"Rend the Veil of Unbelief, Part 2: The Power of Visualization in Parting the Veil",1849000,Podcast,True,,8562,,,URL,49847117,LDS Perfect Days Podcast,
True,2021-12-30 22:58:20,2017-08-08 18:35:08,https://ldsperfectday.podomatic.com/enclosure/2017-08-08T11_35_08-07_00.mp3?_=1502217339.12304088,BB3D02A94491282E,"Rend the Veil of Unbelief, Part 3: They Conversed with the Lord",1472000,Podcast,True,,8564,,,URL,17664985,LDS Perfect Days Podcast,
True,2021-12-30 22:58:20,2017-08-14 02:24:41,https://ldsperfectday.podomatic.com/enclosure/2017-08-13T19_24_41-07_00.mp3?_=1502698861.12312683,314148DB7C826211,"Rend the Veil of Unbelief, Part 4: Seeing Him",1723000,Podcast,True,,8566,,,URL,20682128,LDS Perfect Days Podcast,
True,2021-12-30 22:58:20,2017-08-21 05:48:39,https://ldsperfectday.podomatic.com/enclosure/2017-08-20T22_48_39-07_00.mp3?_=1503294596.12324395,92905F0B001CC807,"Rend the Veil of Unbelief, Part 5: Hearing Him",2032000,Podcast,True,,8568,,,URL,24387649,LDS Perfect Days Podcast,
True,2021-12-30 22:58:20,2017-08-29 05:26:14,https://ldsperfectday.podomatic.com/enclosure/2017-08-28T22_26_14-07_00.mp3?_=1503984413.12337569,0A6AB141F7436288,Lecture on Faith 6: A Sacrifice That Means Something,1801000,Podcast,True,,8570,,,URL,21620342,LDS Perfect Days Podcast,
True,2021-12-30 22:58:20,2017-09-04 06:45:38,https://ldsperfectday.podomatic.com/enclosure/2017-09-03T23_45_38-07_00.mp3?_=1504507634.12347502,C8779BECD3B80504,Fearless,1152000,Podcast,True,,8572,,,URL,13834076,LDS Perfect Days Podcast,
True,2021-12-30 22:58:20,2017-09-11 04:09:44,https://ldsperfectday.podomatic.com/enclosure/2017-09-10T21_09_44-07_00.mp3?_=1505103131.12359716,8CE2FD9C7DEF572E,"Lecture on Faith 7: ""By Their Fruits""",1356000,Podcast,True,,8574,,,URL,16284466,LDS Perfect Days Podcast,
True,2021-12-30 22:58:20,2017-09-25 04:57:30,https://ldsperfectday.podomatic.com/enclosure/2017-09-24T21_57_30-07_00.mp3?_=1506315508.12384700,6064AF373B6F1496,The Gift of Discernment Part 1: Are You Sure You're Truly Aligned With Christ?,1530000,Podcast,True,,8576,,,URL,18372485,LDS Perfect Days Podcast,Gift of Discernment Part 1: Are You Sure You're Truly Aligned With Christ?
True,2021-12-30 22:58:20,2017-10-15 18:35:47,https://ldsperfectday.podomatic.com/enclosure/2017-10-15T11_35_47-07_00.mp3?_=1508092602.12422840,B596A60C1014FEC0,The Gift of Discernment Part 2: The Gift of Discernment 101,1847000,Podcast,True,,8578,,,URL,22171107,LDS Perfect Days Podcast,Gift of Discernment Part 2: The Gift of Discernment 101
True,2021-12-30 22:58:20,2017-10-31 22:35:48,https://ldsperfectday.podomatic.com/enclosure/2017-10-31T15_35_48-07_00.mp3?_=1509489423.12453676,3F0D09689CA0BBB3,The Gift of Discernment Part 3: Seek and Receive the Gift of Discernment,1856000,Podcast,True,,8580,,,URL,22279254,LDS Perfect Days Podcast,Gift of Discernment Part 3: Seek and Receive the Gift of Discernment
True,2021-12-30 22:58:20,2017-11-26 03:55:10,https://ldsperfectday.podomatic.com/enclosure/2017-11-25T19_55_10-08_00.mp3?_=1511668580.12499148,33202CFE23302ED0,The Gift of Discernment Part 4: The Universal Law of Opposites,1957000,Podcast,True,,8582,,,URL,23495516,LDS Perfect Days Podcast,Gift of Discernment Part 4: The Universal Law of Opposites
True,2021-12-30 22:58:20,2017-12-11 00:28:44,https://ldsperfectday.podomatic.com/enclosure/2017-12-10T16_28_44-08_00.mp3?_=1512952144.12525492,75161C6E6AC389AE,The Gift of Discernment Part 5: Discerning the Half Truths of Which We Proudly (and Regularly and Publicly) Testify,924000,Podcast,True,,8584,,,URL,11099369,LDS Perfect Days Podcast,Gift of Discernment Part 5: Discerning the Half Truths of Which We Proudly (and Regularly and Publicly) Testify
True,2021-12-30 22:58:20,2017-12-18 07:11:08,https://ldsperfectday.podomatic.com/enclosure/2017-12-17T23_11_08-08_00.mp3?_=1513581072.12537708,E82808813EE6A669,A Christmas Present and a Potential New Years Resolution for You,1181000,Podcast,True,,8586,,,URL,14177593,LDS Perfect Days Podcast,Christmas Present and a Potential New Years Resolution for You
True,2021-12-30 22:58:20,2018-01-01 02:38:10,https://ldsperfectday.podomatic.com/enclosure/2017-12-31T18_38_10-08_00.mp3?_=1514774319.12557870,015ED05A8AA6B5C8,MAJOR ANNOUNCEMENT: The Perfect Day and John Pontius Facebook Group,562000,Podcast,True,,8588,,,URL,6745279,LDS Perfect Days Podcast,
True,2021-12-30 22:58:20,2018-01-15 01:29:11,https://ldsperfectday.podomatic.com/enclosure/2018-01-14T17_29_11-08_00.mp3?_=1515979782.12581038,57161BD57925D815,Hope for the Spiritually Blinded,1444000,Podcast,True,,8590,,,URL,17340544,LDS Perfect Days Podcast,
