date_added,clean,persistent_id,name,podcast,play_date_utc,unplayed,location,sort_album,track_id,play_count,size,track_type,sort_artist,album,sort_name,release_date,genre,total_time,play_date,artist
2022-11-27 02:10:38,,7B88FFF122E5C14F,"Dialogue Out Loud Presents Fear, Faith, and Other F-Words",True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_16.mp3,Dialogue Journal,38238,,32395456,URL,Dialogue Journal,The Dialogue Journal,,2022-02-18 02:35:24,Podcast,1620000,,The Dialogue Journal
2022-11-27 02:10:38,,4C236FF238F56302,Dialogue Old Testament Gospel Study with Esther Candari on art of Genesis,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_119.mp3,Dialogue Journal,38240,,80921185,URL,Dialogue Journal,The Dialogue Journal,,2022-02-28 04:33:01,Podcast,4046000,,The Dialogue Journal
2022-05-21 03:06:46,,91BBF613815946FC,Dialogue Old Testament Gospel Study with Thomas Wayment on Joseph,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_120.mp3,Dialogue Journal,16880,,74475210,URL,Dialogue Journal,The Dialogue Journal,,2022-03-14 02:10:30,Podcast,3724000,,The Dialogue Journal
2022-05-21 03:06:46,,D9B61EFE1CD6558C,Dialogue Out Loud Presents 2021 Winter Poetry,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_17.mp3,Dialogue Journal,16882,,13329376,URL,Dialogue Journal,The Dialogue Journal,,2022-03-15 23:59:38,Podcast,666000,,The Dialogue Journal
2022-05-21 03:06:46,,DF3F192612D004F2,Dialogue Old Testament Gospel Study with Maxine Hanks on Miriam,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_121.mp3,Dialogue Journal,16884,,71079291,URL,Dialogue Journal,The Dialogue Journal,,2022-03-28 01:01:53,Podcast,3554000,,The Dialogue Journal
2022-05-21 03:06:46,,3B055D0EBA83BF3A,Dialogue Book Report #16: Beyond the Mapped Stars by Rosalyn Eves,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguebookreport_16.mp3,Dialogue Journal,16886,,41720416,URL,Dialogue Journal,The Dialogue Journal,,2022-04-08 20:32:12,Podcast,2086000,,The Dialogue Journal
2022-05-21 03:06:46,,766F84CE5CE4AA24,Dialogue Old Testament Gospel Study with Darren Parry on the Exodus,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_122.mp3,Dialogue Journal,16888,,70087161,URL,Dialogue Journal,The Dialogue Journal,,2022-04-11 00:00:02,Podcast,3504000,,The Dialogue Journal
2022-05-21 03:06:46,,F5A03F565510E718,Dialogue Out Loud Presents 2022 Spring Poetry,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_18.mp3,Dialogue Journal,16890,,17286976,URL,Dialogue Journal,The Dialogue Journal,,2022-04-20 20:30:41,Podcast,864000,,The Dialogue Journal
2022-05-21 03:06:46,,EB0C5AFC05AD207E,Dialogue Old Testament Gospel Study with Mariya Manzhos on Moses,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_123.mp3,Dialogue Journal,16892,,80151618,URL,Dialogue Journal,The Dialogue Journal,,2022-04-25 01:12:54,Podcast,4008000,,The Dialogue Journal
2022-05-21 03:06:46,,CD8953D19F2211B4,"Dialogue in Review #3: Heavenly Mother, Spring 2022",True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueinreview3.mp3,Dialogue Journal,16894,,109271147,URL,Dialogue Journal,The Dialogue Journal,,2022-05-02 23:09:35,Podcast,4553000,,The Dialogue Journal
2022-05-21 03:06:46,,B6714B2AF2D51156,Dialogue Old Testament Gospel Study with Rachel Hunt Steenblik on Heavenly Mother,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_124.mp3,Dialogue Journal,16896,,79997495,URL,Dialogue Journal,The Dialogue Journal,,2022-05-09 02:46:01,Podcast,4000000,,The Dialogue Journal
2022-11-27 02:10:38,,926943DC628554BE,Dialogue Out Loud Presents In Praise of Belly Buttons (four meditations),True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_19.mp3,Dialogue Journal,38242,,9565216,URL,Dialogue Journal,The Dialogue Journal,,2022-05-10 22:25:42,Podcast,478000,,The Dialogue Journal
2022-11-27 02:10:38,,5AF8B50B94845D38,Dialogue Out Loud Presents Mothers and Authority,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_20.mp3,Dialogue Journal,38244,,24332416,URL,Dialogue Journal,The Dialogue Journal,,2022-09-02 01:59:00,Podcast,1216000,,The Dialogue Journal
2022-11-27 02:10:38,,586C37AC029F52B5,Dialogue Out Loud Presents A Woman There,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_21.mp3,Dialogue Journal,38246,,23245216,URL,Dialogue Journal,The Dialogue Journal,,2022-09-03 01:59:00,Podcast,1162000,,The Dialogue Journal
2022-11-27 02:10:38,,7E45370A181D95B1,Dialogue Old Testament Gospel Study with Jordan Harvey on Joshua,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_125.mp3,Dialogue Journal,38248,,76955275,URL,Dialogue Journal,The Dialogue Journal,,2022-09-05 02:05:00,Podcast,3848000,,The Dialogue Journal
2022-11-27 02:10:38,,F1AE18A0D4C3C797,Dialogue Old Testament Gospel Study with Sherrie Gavin on Ruth,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_126.mp3,Dialogue Journal,38250,,59489283,URL,Dialogue Journal,The Dialogue Journal,,2022-09-07 02:05:00,Podcast,2974000,,The Dialogue Journal
2022-11-27 02:10:38,,002E9042083EC608,Dialogue Old Testament Gospel Study with Jennifer Finlayson-Fife on 1 Kings,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_127.mp3,Dialogue Journal,38252,,68447193,URL,Dialogue Journal,The Dialogue Journal,,2022-09-09 02:05:00,Podcast,3422000,,The Dialogue Journal
2022-11-27 02:10:38,,19FE11D5D59C5BD8,Dialogue Old Testament Gospel Study with Linda Hoffman Kimball on 2 Kings,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_129.mp3,Dialogue Journal,38254,,61473544,URL,Dialogue Journal,The Dialogue Journal,,2022-09-11 02:05:00,Podcast,3074000,,The Dialogue Journal
2022-11-27 02:10:38,,B43187938E4156E0,Dialogue Out Loud Presents Summer 2022 Poetry,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_22.mp3,Dialogue Journal,38256,,18050176,URL,Dialogue Journal,The Dialogue Journal,,2022-09-12 01:59:00,Podcast,902000,,The Dialogue Journal
2022-11-27 02:10:38,,0CEE6E1258EA2956,"Dialogue Book Report #17, Charles Inouye’s Zion Earth, Zen Sky",True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguebookreport_17.mp3,Dialogue Journal,38258,,74823616,URL,Dialogue Journal,The Dialogue Journal,,2022-09-14 01:39:00,Podcast,3741000,,The Dialogue Journal
2022-11-27 02:10:38,,F7E45E3AB0425A3C,Dialogue Old Testament Gospel Study with Suzanne Midori Hanna on Esther,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_130.mp3,Dialogue Journal,38260,,107619373,URL,Dialogue Journal,The Dialogue Journal,,2022-09-14 02:05:00,Podcast,5381000,,The Dialogue Journal
2022-11-27 02:10:38,,C80EF453084E07BE,Dialogue Book Report #18: Steven L. Peck’s Heike’s Void,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguebookreport_18.mp3,Dialogue Journal,38262,,45494656,URL,Dialogue Journal,The Dialogue Journal,,2022-09-15 01:40:00,Podcast,2275000,,The Dialogue Journal
2022-11-27 02:10:38,,A5E4C6B8BB187332,"Dialogue Old Testament Gospel Study with Dave Sandberg, Laurel Armstrong, and John Gustav Wrathall on Job",True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_131.mp3,Dialogue Journal,38264,,86723504,URL,Dialogue Journal,The Dialogue Journal,,2022-09-16 02:05:00,Podcast,4336000,,The Dialogue Journal
2022-11-27 02:10:38,,EF73195FA01E065A,Dialogue Old Testament Gospel Study with Steven Ricks on Psalms,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_132.mp3,Dialogue Journal,38266,,72551552,URL,Dialogue Journal,The Dialogue Journal,,2022-09-17 02:05:00,Podcast,3628000,,The Dialogue Journal
2022-11-27 02:10:38,,0B4E1C6A36A720F7,Dialogue Out Loud Presents The New Calling,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_23.mp3,Dialogue Journal,38268,,66305483,URL,Dialogue Journal,The Dialogue Journal,,2022-09-18 01:59:00,Podcast,3315000,,The Dialogue Journal
2022-11-27 02:10:38,,4EC69A7F2716D139,Dialogue Old Testament Gospel Study with Steven Peck on Isaiah,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_133.mp3,Dialogue Journal,38270,,64303650,URL,Dialogue Journal,The Dialogue Journal,,2022-09-21 00:22:15,Podcast,3215000,,The Dialogue Journal
2022-11-27 02:10:38,,FB6C0A1A0DEDDCED,Dialogue Old Testament Gospel Study with Kirsten Campbell on Isaiah,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_134.mp3,Dialogue Journal,38272,,66581528,URL,Dialogue Journal,The Dialogue Journal,,2022-09-27 17:38:38,Podcast,3329000,,The Dialogue Journal
2022-11-27 02:10:38,,DD95EA5396ACBF63,Dialogue Out Loud Presents Mt. Rainier Sanctification,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_24.mp3,Dialogue Journal,38274,,59845216,URL,Dialogue Journal,The Dialogue Journal,,2022-10-03 20:23:16,Podcast,2992000,,The Dialogue Journal
2022-11-27 02:10:38,,4227367B6921F322,Dialogue Old Testament Gospel Study with Deidre Green on Jeremiah,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_135.mp3,Dialogue Journal,38276,,72091275,URL,Dialogue Journal,The Dialogue Journal,,2022-10-09 21:01:12,Podcast,3605000,,The Dialogue Journal
2022-11-27 02:10:38,,F646FB8419A3A560,Dialogue Out Loud Presents The Private Investigator,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_25.mp3,Dialogue Journal,38278,,46705287,URL,Dialogue Journal,The Dialogue Journal,,2022-10-17 16:54:00,Podcast,2335000,,The Dialogue Journal
2022-11-27 02:10:38,,09F845A2C41F667D,Dialogue Old Testament Gospel Study with Adam McLain on Lamentations,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_136.mp3,Dialogue Journal,38280,,76503357,URL,Dialogue Journal,The Dialogue Journal,,2022-10-25 20:45:37,Podcast,3825000,,The Dialogue Journal
2022-11-27 02:10:38,,B476A4840B2605A8,Dialogue Old Testament Gospel Study with James C. Jones on Daniel,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_137.mp3,Dialogue Journal,38282,,70049544,URL,Dialogue Journal,The Dialogue Journal,,2022-11-17 04:34:24,Podcast,3502000,,The Dialogue Journal
2022-11-27 02:10:38,,15B159E6BD5B7E81,Dialogue Out Loud Presents The Great Zucchini War,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_26.mp3,Dialogue Journal,38284,,28742447,URL,Dialogue Journal,The Dialogue Journal,,2022-11-17 19:43:41,Podcast,1437000,,The Dialogue Journal
2022-11-27 02:10:38,,EB6FF82FE5AE442C,Dialogue Out Loud Presents 2022 Fall Poetry,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_27.mp3,Dialogue Journal,38286,,12145288,URL,Dialogue Journal,The Dialogue Journal,,2022-11-25 19:49:07,Podcast,607000,,The Dialogue Journal
2022-12-05 00:32:09,,38CC2E2330B6C1AC,Dialogue Out Loud Presents Trans in the Chapel,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_28.mp3,Dialogue Journal,38582,,10405533,URL,Dialogue Journal,The Dialogue Journal,,2022-12-04 17:31:14,Podcast,520000,,The Dialogue Journal
2022-12-20 01:39:12,,3FE1F5D6D7E3B1B3,Dialogue Book Report #19: Strange Mormon Fiction: Dave Butler and William Morris,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguebookreport_19.mp3,Dialogue Journal,38590,,61673973,URL,Dialogue Journal,The Dialogue Journal,,2022-12-10 19:57:05,Podcast,3083000,,The Dialogue Journal
2022-12-20 01:39:12,,4FE0140E16DF5AEB,Dialogue Old Testament Gospel Study with Neylan McBaine on the Old Testament,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_138.mp3,Dialogue Journal,38592,,78135487,URL,Dialogue Journal,The Dialogue Journal,,2022-12-12 02:58:00,Podcast,3907000,,The Dialogue Journal
2022-12-20 01:39:12,,9DE871A1FEFBEC7F,Dialogue Out Loud Presents Pioneer Mother,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_29.mp3,Dialogue Journal,38594,,17645630,URL,Dialogue Journal,The Dialogue Journal,,2022-12-19 22:13:35,Podcast,882000,,The Dialogue Journal
2023-03-05 04:45:00,,F8F629DCA033BEA0,Dialogue Book Report #20: Intimate Examinations: Memoirsts Allison Hong Merrill and Rachel Rueckert,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguebookreport_20.mp3,Dialogue Journal,38970,,85570267,URL,Dialogue Journal,The Dialogue Journal,,2023-01-06 16:56:40,Podcast,4278000,,The Dialogue Journal
2023-03-05 04:45:00,,D6946C40C9CB864C,Introducing the New Testament: Dialogue New Testament Gospel Study with Margaret Olsen Hemming,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_139.mp3,Dialogue Journal,38972,,80390899,URL,Dialogue Journal,The Dialogue Journal,,2023-01-09 01:18:34,Podcast,4019000,,The Dialogue Journal
2023-03-05 04:45:00,,743338D83B3199FB,Exilic and Post-Exilic Isaiah: An Interview with Colby Townsend,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_30.mp3,Dialogue Journal,38974,,51893196,URL,Dialogue Journal,The Dialogue Journal,,2023-01-11 17:52:54,Podcast,1594000,,The Dialogue Journal
2023-03-05 04:45:00,,A8CB6FEF1E824D61,Mormons and Haitian Vodou: An Interview with Catherine S. Freeman,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_31.mp3,Dialogue Journal,38976,,40926545,URL,Dialogue Journal,The Dialogue Journal,,2023-01-15 07:41:00,Podcast,1261000,,The Dialogue Journal
2023-03-05 04:45:00,,8903E100967267CC,Joseph Fielding Smith and Race: An Interview with Matthew L. Harris,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_32.mp3,Dialogue Journal,38978,,43840991,URL,Dialogue Journal,The Dialogue Journal,,2023-01-20 02:02:19,Podcast,1356000,,The Dialogue Journal
2023-03-05 04:45:00,,4F2D0CCEFC70C367,Baptism and the Holy Ghost: Dialogue New Testament Gospel Study with Matthew Wickman,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_140.mp3,Dialogue Journal,38980,,71761610,URL,Dialogue Journal,The Dialogue Journal,,2023-01-22 22:12:40,Podcast,3588000,,The Dialogue Journal
2023-03-05 04:45:00,,086AB8E88046C3F8,Comfort through Christ: Dialogue New Testament Gospel Study with Melissa Dalton-Bradford,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_141.mp3,Dialogue Journal,38982,,77128814,URL,Dialogue Journal,The Dialogue Journal,,2023-02-13 02:13:53,Podcast,3855000,,The Dialogue Journal
2023-03-05 04:45:00,,B923855AFA2C8CBA,Valentine’s Day Bonus: Gospel Study Afterchat with Melissa Dalton-Bradord,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/melissadb_afterchat.mp3,Dialogue Journal,38984,,50648488,URL,Dialogue Journal,The Dialogue Journal,,2023-02-14 05:03:39,Podcast,2531000,,The Dialogue Journal
2023-03-05 04:45:00,,6C608A872F635A43,"Dialogue Book Report #21: Mormon Book Roundup, February 2023",True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguebookreport_21.mp3,Dialogue Journal,38986,,87855458,URL,Dialogue Journal,The Dialogue Journal,,2023-02-15 00:26:09,Podcast,4393000,,The Dialogue Journal
2023-03-05 04:45:00,,4B11AAE8E9575AC9,Dialogue Out Loud Presents Dispatches from Kolob,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_33.mp3,Dialogue Journal,38988,,28805141,URL,Dialogue Journal,The Dialogue Journal,,2023-02-24 00:59:45,Podcast,1440000,,The Dialogue Journal
2023-03-05 04:45:00,,33205787C21B9B75,Christ as Our Rock: Dialogue New Testament Gospel Study with Alice Faulkner Bush,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_142.mp3,Dialogue Journal,38990,,84908602,URL,Dialogue Journal,The Dialogue Journal,,2023-02-27 21:46:44,Podcast,4244000,,The Dialogue Journal
2023-04-09 18:49:20,,69DBE660F7ABD3D0,Women at the General Conference Pulpit? An Interview with Eliza Wells,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_34.mp3,Dialogue Journal,40970,,32661212,URL,Dialogue Journal,The Dialogue Journal,,2023-03-06 01:06:10,Podcast,1021000,,The Dialogue Journal
2023-04-09 18:49:20,,1FFE62730D1CA0E0,Following the ways of Christ: Dialogue New Testament Gospel Study with Tyrone Whitehorse,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_143.mp3,Dialogue Journal,40972,,87830659,URL,Dialogue Journal,The Dialogue Journal,,2023-03-13 04:13:14,Podcast,4390000,,The Dialogue Journal
2023-04-09 18:49:20,,85C2A9156CE87793,Dialogue Book Report #22: Recent Mormon Poetry with Dayna Patterson and Tyler Chadwick,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguebookreport_22.mp3,Dialogue Journal,40974,,166108411,URL,Dialogue Journal,The Dialogue Journal,,2023-03-17 23:25:38,Podcast,5109000,,The Dialogue Journal
2023-04-09 18:49:20,,FDA5E4F4B2939664,Award-winning Winter 2022 Issue Poetry,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_35.mp3,Dialogue Journal,40976,,12405467,URL,Dialogue Journal,The Dialogue Journal,,2023-03-19 23:39:15,Podcast,620000,,The Dialogue Journal
2023-04-09 18:49:20,,D016BE4964B412F1,Mormons and the Cross: An Interview with Jeremy M. Christiansen,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_36.mp3,Dialogue Journal,40978,,44473387,URL,Dialogue Journal,The Dialogue Journal,,2023-03-24 01:59:00,Podcast,1362000,,The Dialogue Journal
2023-04-09 18:49:20,,8BEFCFFFA4E75897,Learning from Christ: Dialogue New Testament Gospel Study with Poet Darlene Young,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_144.mp3,Dialogue Journal,40980,,40633869,URL,Dialogue Journal,The Dialogue Journal,,2023-03-27 22:21:40,Podcast,3435000,,The Dialogue Journal
2023-04-09 18:49:20,,3A39236EE4FCF451,Exploring Representation in Mormon Art: An Interview with Artist Rose Datoc Dall,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_37.mp3,Dialogue Journal,40982,,53202846,URL,Dialogue Journal,The Dialogue Journal,,2023-03-31 00:25:00,Podcast,1631000,,The Dialogue Journal
2023-04-09 18:49:20,,EA45C1CF33C93231,“The Ward Organist”: Award-winning Fiction in Winter 2022 Issue,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_38.mp3,Dialogue Journal,40984,,37085434,URL,Dialogue Journal,The Dialogue Journal,Ward Organist”: Award-winning Fiction in Winter 2022 Issue,2023-04-03 01:44:49,Podcast,1854000,,The Dialogue Journal
2023-04-09 18:49:20,,75AA704C18E3BA3F,The Book of Mormon in Light of a Tibetan Buddhist Parallel: Interview with Tanner Davidson McAlister,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_39.mp3,Dialogue Journal,40986,,32902524,URL,Dialogue Journal,The Dialogue Journal,Book of Mormon in Light of a Tibetan Buddhist Parallel: Interview with Tanner Davidson McAlister,2023-04-07 00:34:00,Podcast,1007000,,The Dialogue Journal
2023-06-02 01:50:14,,6F5BC778E6C4495F,Dialogue Book Report #23: Lost Generation Authors,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguebookreport_23.mp3,Dialogue Journal,41142,,161477493,URL,Dialogue Journal,The Dialogue Journal,,2023-04-11 00:56:21,Podcast,4937000,,The Dialogue Journal
2023-06-02 01:50:14,,79CCFA920FCCEBC9,Dialogue Out Loud Presents Our Lady of Innumerable Appellatives,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_40.mp3,Dialogue Journal,41144,,12900226,URL,Dialogue Journal,The Dialogue Journal,,2023-04-12 00:23:00,Podcast,645000,,The Dialogue Journal
2023-06-02 01:50:14,,E667481AFC55BF7C,Dialogue Out Loud Interviews: Winter 2022 Personal Voices,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_41.mp3,Dialogue Journal,41146,,89728821,URL,Dialogue Journal,The Dialogue Journal,,2023-04-14 05:00:00,Podcast,2753000,,The Dialogue Journal
2023-06-02 01:50:14,,1F3E29133C2852CD,Dialogue Out Loud Presents How a Mormon Ended Up at Union Theological Seminary: A Step Toward Racial Justice and a Better Church,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_42.mp3,Dialogue Journal,41148,,64366336,URL,Dialogue Journal,The Dialogue Journal,,2023-04-21 07:00:00,Podcast,1609000,,The Dialogue Journal
2023-06-02 01:50:14,,36936AA48F6919F9,An Arboreal Reading of John 11: Dialogue New Testament Gospel Study with Tyler Chadwick,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_145.mp3,Dialogue Journal,41150,,143252076,URL,Dialogue Journal,The Dialogue Journal,Arboreal Reading of John 11: Dialogue New Testament Gospel Study with Tyler Chadwick,2023-04-25 18:12:23,Podcast,3580000,,The Dialogue Journal
2023-06-02 01:50:14,,441E2C3870EA96EB,Dialogue Out Loud Interviews: 2023 Fiction Writers,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_43.mp3,Dialogue Journal,41152,,98704007,URL,Dialogue Journal,The Dialogue Journal,,2023-04-28 17:24:52,Podcast,3024000,,The Dialogue Journal
2023-06-02 01:50:14,,015ADB20E9D8CCF3,Spring 2023 Issue Poetry,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_44.mp3,Dialogue Journal,41154,,21934415,URL,Dialogue Journal,The Dialogue Journal,,2023-05-01 01:14:00,Podcast,548000,,The Dialogue Journal
2023-06-02 01:50:14,,24F1AE18E59ED99B,Latter Day Struggles: Let’s Talk Book of Mormon With Taylor Petrey — Part 1,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguespecial_1.mp3,Dialogue Journal,41156,,106006336,URL,Dialogue Journal,The Dialogue Journal,,2023-05-03 09:21:00,Podcast,2650000,,The Dialogue Journal
2023-06-02 01:50:14,,B4896C2AD9B61589,Latter Day Struggles: Let’s Talk Book of Mormon With Taylor Petrey — Part 2,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguespecial_2.mp3,Dialogue Journal,41158,,104566336,URL,Dialogue Journal,The Dialogue Journal,,2023-05-05 08:39:00,Podcast,2614000,,The Dialogue Journal
2023-06-02 01:50:14,,A849CF5F2AD9BEDA,Transcending Mormonism: Transgender Experiences in the LDS Church with Keith Burns,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialogueoutloud_45.mp3,Dialogue Journal,41160,,50022159,URL,Dialogue Journal,The Dialogue Journal,,2023-05-08 15:10:25,Podcast,1530000,,The Dialogue Journal
2023-06-02 01:50:14,,64E0D6809B255209,"Michael Hicks, AML Lifetime Achievement Award",True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguebookreport_24.mp3,Dialogue Journal,41162,,132793816,URL,Dialogue Journal,The Dialogue Journal,,2023-05-12 09:59:00,Podcast,4066000,,The Dialogue Journal
2023-06-02 01:50:14,,0F948BABC3A43402,Seeing Christ Clearly: Dialogue New Testament Gospel Study with Christie Frandsen,True,,True,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_146.mp3,Dialogue Journal,41164,,167615962,URL,Dialogue Journal,The Dialogue Journal,,2023-05-16 02:02:59,Podcast,4189000,,The Dialogue Journal
