date_added,clean,persistent_id,name,kind,podcast,album_artist,bitrate,play_date_utc,unplayed,comments,track_number,location,file_folder_count,track_id,play_count,size,library_folder_count,track_type,album,sort_name,date_modified,release_date,genre,sample_rate,total_time,play_date,year,artist,normalization,bpm
2021-12-30 22:58:21,,90AB279F2EE1456E,Faith and Reason 42: Land of Jerusalem,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/05/Jerusalem1.mp3,,8876,1,6113632,,URL,Latter-day Saint FAIR-Cast,,,2015-05-05 05:19:22,Podcast,,382000,3709290442,,FAIR,,
2021-12-30 22:58:21,True,DC8F99806D16D0AD,Front Page News Review podcast #8,,True,,,2021-07-16 20:27:21,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/05/Front-Page8.mp3,,8878,1,37394507,,URL,Latter-day Saint FAIR-Cast,,,2015-05-07 05:33:23,Podcast,,1542000,3709290441,,FAIR,,
2021-12-30 22:58:21,True,AE7F5B910275C543,Fair Issues 85: Cumorah claims can’t sustain Great Lakes model,,True,,,2021-07-16 20:27:23,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/04/Fair-Issues-85-Pod.mp3,,8880,1,11057947,,URL,Latter-day Saint FAIR-Cast,,,2015-05-10 14:00:16,Podcast,,461000,3709290443,,FAIR,,
2021-12-30 22:58:21,,C2F0048E75964D30,Faith and Reason 43: Temple Outside of Jerusalem,,True,,,2021-07-16 20:27:21,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/05/Temple-Outside-Jerusalem.mp3,,8882,1,3563693,,URL,Latter-day Saint FAIR-Cast,,,2015-05-11 03:14:13,Podcast,,223000,3709290441,,FAIR,,
2021-12-30 22:58:21,True,4B4477173AD1D0F0,Fair Issues 86: The Lamanite prophet Zelph,,True,,,2021-07-16 20:27:21,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/05/Fair-Issues-86-Pod.mp3,,8884,1,11795227,,URL,Latter-day Saint FAIR-Cast,,,2015-05-17 14:00:33,Podcast,,491000,3709290441,,FAIR,,
2021-12-30 22:58:21,True,1CB58B4C4E832B01,RiseUp Podcast: Dealing with gender dysphoria – Finding inner peace through Christ,,True,,,2021-07-16 20:27:23,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/05/RiseUp-Kyle-Merkley-Transgender-Mormon.mp3,,8886,1,84068434,,URL,Latter-day Saint FAIR-Cast,,,2015-05-19 14:32:01,Podcast,,3126000,3709290443,,FAIR,,
2021-12-30 22:58:21,True,AE3AA0077AE5543B,Fair Issue 87: Is the “Promised Land” limited to one area?,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/05/Fair-Issues-87-Pod.mp3,,8888,1,11825320,,URL,Latter-day Saint FAIR-Cast,,,2015-05-24 14:00:21,Podcast,,493000,3709290442,,FAIR,,
2021-12-30 22:58:21,,620A38CADA3C34C8,Faith and Reason 44: Metal Plates and Stone Boxes,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/05/Metal-Plates-and-Stone-Boxes1.mp3,,8890,1,8980448,,URL,Latter-day Saint FAIR-Cast,,,2015-05-25 03:32:02,Podcast,,561000,3709290442,,FAIR,,
2021-12-30 22:58:21,True,36C95F16A88E1ABD,Articles of Faith Podcast: Jeffrey Thayne – Some Thoughts on Discipleship and “Staying Mormon”,,True,,,2021-07-16 20:27:21,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/05/AOF-ThoughtsOnDiscipleship.mp3,,8892,1,36862548,,URL,Latter-day Saint FAIR-Cast,,,2015-05-26 16:08:55,Podcast,,1412000,3709290441,,FAIR,,
2021-12-30 22:58:21,True,BB23AAF5979BB3A6,"Front Page News Review Podcast #9 – Week of May 24th, 2015",,True,,,2021-07-16 20:27:21,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/05/FrontPage9.mp3,,8894,1,36254665,,URL,Latter-day Saint FAIR-Cast,,,2015-05-28 17:49:46,Podcast,,1471000,3709290441,,FAIR,,
