date_added,clean,persistent_id,name,kind,podcast,bitrate,play_date_utc,unplayed,explicit,location,file_folder_count,track_id,play_count,size,library_folder_count,track_type,album,sort_name,date_modified,release_date,genre,sample_rate,total_time,play_date,year,artist
2021-12-30 22:58:16,True,A62201552B98CB3C,Govt Officials Say Masks Pose Health Risks,,True,,2020-07-25 20:29:54,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/39763789/july_14_masks_spread_covid.mp3,,5992,,5572394,,URL,Defending Utah Radio,,,2020-07-14 18:42:36,Podcast,,349000,3678532194,,Defending Utah
2021-12-30 22:58:16,True,79857513359BBE41,Utah's Establishment Killing Dixie,,True,,2020-11-20 17:02:33,,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/39783752/july_15_thomas_dyches_dixie.mp3,,5994,1,31305305,,URL,Defending Utah Radio,,,2020-07-15 20:13:38,Podcast,,1957000,3688711353,,Defending Utah
2021-12-30 22:58:16,True,B4878C5E039BB829,Utah Governor Threatens the People - The Science is Settled,,True,,2020-11-21 01:14:55,,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/39803649/july_16_science_is_settled.mp3,,5996,1,25471849,,URL,Defending Utah Radio,,,2020-07-16 22:41:34,Podcast,,1593000,3688740895,,Defending Utah
2021-12-30 22:58:16,True,E9FDDB7399314FA7,Propaganda Watch: Media Lies Exposed,,True,,2020-11-21 18:13:59,,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/39871405/july_20_propaganda_watch.mp3,,5998,1,41375196,,URL,Defending Utah Radio,,,2020-07-20 21:53:29,Podcast,,2586000,3688802039,,Defending Utah
2021-12-30 22:58:16,True,3AA517F2DAC827A1,It Isn't About the Mask - It's About Right & Wrong,,True,,2020-12-12 21:54:17,,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/40027582/july_28_defending_utah_on_info_wars_mask.mp3,,6000,1,13283323,,URL,Defending Utah Radio,,,2020-07-29 01:36:54,Podcast,,831000,3690629657,,Defending Utah
2021-12-30 22:58:16,True,1208CA38E465AF3F,The Hidden Stories: Victims of abuse speak out against mask mandate,,True,,2020-12-13 00:00:10,,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/40131854/aug_3_victims_speak_out_against_masks.mp3,,6002,1,9942171,,URL,Defending Utah Radio,Hidden Stories: Victims of abuse speak out against mask mandate,,2020-08-03 23:51:14,Podcast,,616000,3690637210,,Defending Utah
2021-12-30 22:58:16,True,6690AFBE051E3AC4,Freedom Rally Aug 2020,,True,,2020-12-17 17:41:36,,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/40410333/aug_5_orem_rally.mp3,,6004,1,11787865,,URL,Defending Utah Radio,,,2020-08-19 20:22:35,Podcast,,737000,3691046496,,Defending Utah
2021-12-30 22:58:16,True,4995548FBF3042A3,17th Amendment - Revolution to Destroy Liberty,,True,,2020-12-17 18:04:37,,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/40424410/aug_14_17th_amendment_wolverton.mp3,,6006,1,31447830,,URL,Defending Utah Radio,,,2020-08-20 16:48:32,Podcast,,1966000,3691047877,,Defending Utah
2021-12-30 22:58:16,True,8D67979009BA9F64,LDS Charities Donates to Bill Gates Vaccine Org for over a decade,,True,,2020-12-17 18:45:15,,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/40475374/aug_20_bill_gates_lds_vaccines.mp3,,6008,1,45332434,,URL,Defending Utah Radio,,,2020-08-24 19:01:16,Podcast,,2834000,3691050315,,Defending Utah
2021-12-30 22:58:16,True,85EE303C774B5D8A,BYU Students Standing Against the SJW Agenda,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/40475598/aug_25_byu_petition_interview.mp3,,6010,,35290128,,URL,Defending Utah Radio,,,2020-08-26 20:25:19,Podcast,,2206000,,,Defending Utah
2021-12-30 22:58:16,True,946FF11A6A027BB5,Good Global Mask Wearing Citizen OR Good Christian?,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/40686837/september_3_rasband.mp3,,6012,,17090932,,URL,Defending Utah Radio,,,2020-09-03 23:42:44,Podcast,,1069000,,,Defending Utah
2021-12-30 22:58:16,True,C7BB721B60988007,Feds and State Turning Kids Against Their Parents Just Like Dictators of the Past,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/40706586/sept_4_government_turning_kids_against_family.mp3,,6014,,24146083,,URL,Defending Utah Radio,,,2020-09-04 17:57:07,Podcast,,1510000,,,Defending Utah
2021-12-30 22:58:16,True,7E7946DAFB58028C,Government Officials: There Is No Plan To Go Back To Normal,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/40761735/sept_7_there_is_no_escape_plan.mp3,,6016,,10534824,,URL,Defending Utah Radio,,,2020-09-08 00:13:34,Podcast,,659000,,,Defending Utah
2021-12-30 22:58:16,True,771BB39551D3DA19,Does Romans 13 Tell Us To Obey the Government?,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/40941121/sept_16_god_s_law_vs_man_s_law.mp3,,6018,,35762909,,URL,Defending Utah Radio,,,2020-09-16 20:40:35,Podcast,,2236000,,,Defending Utah
2021-12-30 22:58:16,True,778DE518AA3E9088,Special Feature #1: Must Christians Obey the Government - Joe Wolverton Full Interview,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/40990296/sept_18_joe_wolverton_12th_article_of_faith_and_romans_13.mp3,,6020,,13355630,,URL,Defending Utah Radio,,,2020-09-18 20:58:50,Podcast,,835000,,,Defending Utah
2021-12-30 22:58:16,True,31626E3851C1BDB7,Government Using Your Poop To Take Away Your Rights,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/41051160/sept_21_poop_politics.mp3,,6022,,15019108,,URL,Defending Utah Radio,,,2020-09-22 00:55:18,Podcast,,939000,,,Defending Utah
2021-12-30 22:58:16,True,A13928B5DF9DB374,State Legislator Calls Out Court Corruption,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/41090707/sept_23_phil_lyman.mp3,,6024,,35212388,,URL,Defending Utah Radio,,,2020-09-24 13:00:22,Podcast,,2201000,,,Defending Utah
2021-12-30 22:58:16,True,8AE6C519C20FC816,The Virus Has MUTATED!,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/41229171/sept_30_the_virus_has_mutated.mp3,,6026,,4177665,,URL,Defending Utah Radio,Virus Has MUTATED!,,2020-09-30 18:29:12,Podcast,,262000,,,Defending Utah
2021-12-30 22:58:16,True,3613DA85ACB91571,Utah Senator Bringing in United Nations Agenda 2030 Roads Program,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/41270166/oct_2_un_roads.mp3,,6028,,9008019,,URL,Defending Utah Radio,,,2020-10-02 23:27:04,Podcast,,563000,,,Defending Utah
2021-12-30 22:58:16,,34C9F26E5C4A9B7D,SPECIAL: Audio Commentary of the Movie BRAVEHEART - WARNING: This contains swearing,,True,,,True,True,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/41427714/oct_12_braveheart_commentary.mp3,,6030,,184496795,,URL,Defending Utah Radio,,,2020-10-12 21:40:11,Podcast,,11532000,,,Defending Utah
2021-12-30 22:58:16,True,31AEB5A6EA73B456,Are Executive Mandates Legal?,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/41429476/oct_13_executives_cant_make_law.mp3,,6032,,5834873,,URL,Defending Utah Radio,,,2020-10-13 12:10:13,Podcast,,365000,,,Defending Utah
2021-12-30 22:58:16,True,4077C6FF3840F090,Battle of Athens Movie Commentary,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/41654610/oct_26_battle_of_athens_commentary.mp3,,6034,,97351052,,URL,Defending Utah Radio,,,2020-10-27 01:42:44,Podcast,,6085000,,,Defending Utah
2021-12-30 22:58:16,True,DA6CD6D1FE6D7F66,Utah 2020 Constitutional Amendments,,True,,,True,,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/41657275/oct_21_constitutional_amendments_with_kate.mp3,,6036,,30117883,,URL,Defending Utah Radio,,,2020-10-27 13:30:16,Podcast,,1883000,,,Defending Utah
